Month,Zipcode,Crime rate per 1000
08/2022,85340,0.16
09/2022,85340,0.16
10/2022,85340,0.15
11/2022,85340,0.15
12/2022,85340,0.14
01/2023,85340,0.15
02/2023,85340,0.15
03/2023,85340,0.16
04/2023,85340,0.14
05/2023,85340,0.16
06/2023,85340,0.14
07/2023,85340,0.13
08/2023,85340,0.13
09/2023,85340,0.14
10/2023,85340,0.14
11/2023,85340,0.12
12/2023,85340,0.13
01/2018,85341,0.97
02/2018,85341,0.79
03/2018,85341,0.84
04/2018,85341,0.86
05/2018,85341,0.88
06/2018,85341,0.89
07/2018,85341,0.93
08/2018,85341,0.89
09/2018,85341,0.83
10/2018,85341,0.87
11/2018,85341,0.87
12/2018,85341,0.84
01/2019,85341,N/A
02/2019,85341,N/A
03/2019,85341,0.81
04/2019,85341,0.91
05/2019,85341,0.93
06/2019,85341,0.86
07/2019,85341,0.88
08/2019,85341,0.85
09/2019,85341,0.89
10/2019,85341,0.91
11/2019,85341,0.85
12/2019,85341,0.97
01/2020,85341,0.95
02/2020,85341,0.81
03/2020,85341,0.9
04/2020,85341,0.88
05/2020,85341,0.9
06/2020,85341,0.67
07/2020,85341,0.74
08/2020,85341,0.74
09/2020,85341,0.71
10/2020,85341,0.85
11/2020,85341,0.87
12/2020,85341,0.92
01/2021,85341,0.83
02/2021,85341,0.74
03/2021,85341,0.81
04/2021,85341,0.72
05/2021,85341,0.79
06/2021,85341,0.84
07/2021,85341,0.84
08/2021,85341,0.88
09/2021,85341,0.93
10/2021,85341,0.88
11/2021,85341,0.85
12/2021,85341,0.89
01/2022,85341,0.86
02/2022,85341,0.8
03/2022,85341,0.86
04/2022,85341,0.87
05/2022,85341,0.88
06/2022,85341,0.92
07/2022,85341,0.9
08/2022,85341,0.95
09/2022,85341,0.94
10/2022,85341,0.97
11/2022,85341,0.92
12/2022,85341,0.87
01/2023,85341,0.78
02/2023,85341,0.77
03/2023,85341,0.79
04/2023,85341,0.85
05/2023,85341,0.97
06/2023,85341,0.97
07/2023,85341,0.88
08/2023,85341,1.01
09/2023,85341,0.88
10/2023,85341,0.94
11/2023,85341,0.84
12/2023,85341,0.9
01/2018,85342,0.19
02/2018,85342,0.16
03/2018,85342,0.16
04/2018,85342,0.16
05/2018,85342,0.19
06/2018,85342,0.2
07/2018,85342,0.19
08/2018,85342,0.18
09/2018,85342,0.16
10/2018,85342,0.19
11/2018,85342,0.16
12/2018,85342,0.17
01/2019,85342,0.18
02/2019,85342,0.17
03/2019,85342,0.18
04/2019,85342,0.18
05/2019,85342,0.19
06/2019,85342,0.2
07/2019,85342,0.19
08/2019,85342,0.18
09/2019,85342,0.18
10/2019,85342,0.19
11/2019,85342,0.17
12/2019,85342,0.18
01/2020,85342,0.2
02/2020,85342,0.19
03/2020,85342,0.17
04/2020,85342,0.17
05/2020,85342,0.17
06/2020,85342,0.16
07/2020,85342,0.15
08/2020,85342,0.17
09/2020,85342,0.17
10/2020,85342,0.18
11/2020,85342,0.18
12/2020,85342,0.18
01/2021,85342,0.24
02/2021,85342,0.27
03/2021,85342,0.21
04/2021,85342,0.18
05/2021,85342,0.17
06/2021,85342,0.15
07/2021,85342,0.16
08/2021,85342,0.16
09/2021,85342,0.18
10/2021,85342,0.17
11/2021,85342,0.16
12/2021,85342,0.16
01/2022,85342,0.15
02/2022,85342,0.15
03/2022,85342,0.16
04/2022,85342,0.17
05/2022,85342,0.17
06/2022,85342,0.17
07/2022,85342,0.17
08/2022,85342,0.16
09/2022,85342,0.16
10/2022,85342,0.15
11/2022,85342,0.15
12/2022,85342,0.14
01/2023,85342,0.15
02/2023,85342,0.15
03/2023,85342,0.16
04/2023,85342,0.14
05/2023,85342,0.16
06/2023,85342,0.14
07/2023,85342,0.13
08/2023,85342,0.13
09/2023,85342,0.14
10/2023,85342,0.14
11/2023,85342,0.12
12/2023,85342,0.13
01/2018,85343,0.19
02/2018,85343,0.16
03/2018,85343,0.16
04/2018,85343,0.16
05/2018,85343,0.19
06/2018,85343,0.2
07/2018,85343,0.19
08/2018,85343,0.18
09/2018,85343,0.16
10/2018,85343,0.19
11/2018,85343,0.16
12/2018,85343,0.17
01/2019,85343,0.18
02/2019,85343,0.17
03/2019,85343,0.18
04/2019,85343,0.18
05/2019,85343,0.19
06/2019,85343,0.2
07/2019,85343,0.19
08/2019,85343,0.18
09/2019,85343,0.18
10/2019,85343,0.19
11/2019,85343,0.17
12/2019,85343,0.18
01/2020,85343,0.2
02/2020,85343,0.19
03/2020,85343,0.17
04/2020,85343,0.17
05/2020,85343,0.17
06/2020,85343,0.16
07/2020,85343,0.15
08/2020,85343,0.17
09/2020,85343,0.17
10/2020,85343,0.18
11/2020,85343,0.18
12/2020,85343,0.18
01/2021,85343,0.24
02/2021,85343,0.27
03/2021,85343,0.21
04/2021,85343,0.18
05/2021,85343,0.17
06/2021,85343,0.15
07/2021,85343,0.16
08/2021,85343,0.16
09/2021,85343,0.18
10/2021,85343,0.17
11/2021,85343,0.16
12/2021,85343,0.16
01/2022,85343,0.15
02/2022,85343,0.15
03/2022,85343,0.16
04/2022,85343,0.17
05/2022,85343,0.17
06/2022,85343,0.17
07/2022,85343,0.17
08/2022,85343,0.16
09/2022,85343,0.16
10/2022,85343,0.15
11/2022,85343,0.15
12/2022,85343,0.14
01/2023,85343,0.15
02/2023,85343,0.15
03/2023,85343,0.16
04/2023,85343,0.14
05/2023,85343,0.16
06/2023,85343,0.14
07/2023,85343,0.13
08/2023,85343,0.13
09/2023,85343,0.14
10/2023,85343,0.14
11/2023,85343,0.12
12/2023,85343,0.13
01/2018,85344,1.92
02/2018,85344,2.88
03/2018,85344,4.81
04/2018,85344,4.49
05/2018,85344,4.49
06/2018,85344,3.52
07/2018,85344,2.24
08/2018,85344,2.24
09/2018,85344,3.2
10/2018,85344,2.88
11/2018,85344,3.84
12/2018,85344,3.52
01/2019,85344,1.28
02/2019,85344,3.83
03/2019,85344,2.23
04/2019,85344,5.11
05/2019,85344,2.55
06/2019,85344,1.92
07/2019,85344,1.92
08/2019,85344,2.87
09/2019,85344,2.23
10/2019,85344,1.28
11/2019,85344,0.64
12/2019,85344,1.6
01/2020,85344,1.89
02/2020,85344,4.73
03/2020,85344,4.1
04/2020,85344,4.1
05/2020,85344,2.84
06/2020,85344,1.89
07/2020,85344,0.32
08/2020,85344,0.63
09/2020,85344,2.52
10/2020,85344,2.52
11/2020,85344,3.47
12/2020,85344,0.32
01/2021,85344,3.31
02/2021,85344,5.11
03/2021,85344,2.11
04/2021,85344,4.51
05/2021,85344,3.01
06/2021,85344,4.81
07/2021,85344,3.91
08/2021,85344,3.61
09/2021,85344,2.11
10/2021,85344,3.01
11/2021,85344,2.11
12/2021,85344,1.81
01/2022,85344,3.28
02/2022,85344,2.38
03/2022,85344,2.98
04/2022,85344,0.3
05/2022,85344,1.49
06/2022,85344,2.38
07/2022,85344,1.19
08/2022,85344,3.28
09/2022,85344,2.98
10/2022,85344,2.09
11/2022,85344,0.3
12/2022,85344,2.38
01/2023,85344,1.48
02/2023,85344,1.78
03/2023,85344,1.48
04/2023,85344,2.37
05/2023,85344,1.78
06/2023,85344,1.18
07/2023,85344,1.78
08/2023,85344,1.78
09/2023,85344,2.66
10/2023,85344,2.96
11/2023,85344,3.85
12/2023,85344,2.37
01/2018,85345,3.01
02/2018,85345,2.57
03/2018,85345,2.91
04/2018,85345,2.7
05/2018,85345,2.95
06/2018,85345,2.61
07/2018,85345,2.95
08/2018,85345,2.92
09/2018,85345,2.88
10/2018,85345,2.68
11/2018,85345,2.74
12/2018,85345,2.75
01/2019,85345,2.72
02/2019,85345,2.55
03/2019,85345,2.67
04/2019,85345,3.08
05/2019,85345,2.66
06/2019,85345,2.87
07/2019,85345,2.63
08/2019,85345,2.49
09/2019,85345,2.41
10/2019,85345,2.65
11/2019,85345,2.74
12/2019,85345,2.75
01/2020,85345,2.74
02/2020,85345,2.84
03/2020,85345,2.38
04/2020,85345,2.08
05/2020,85345,1.93
06/2020,85345,1.72
07/2020,85345,2.27
08/2020,85345,2.35
09/2020,85345,2.35
10/2020,85345,2.4
11/2020,85345,2.52
12/2020,85345,2.39
01/2021,85345,2.23
02/2021,85345,2.13
03/2021,85345,2.29
04/2021,85345,2.21
05/2021,85345,2.24
06/2021,85345,2.26
07/2021,85345,1.99
08/2021,85345,2.34
09/2021,85345,2.15
10/2021,85345,2.3
11/2021,85345,2.33
12/2021,85345,2.23
01/2022,85345,2.27
02/2022,85345,2.06
03/2022,85345,2.28
04/2022,85345,2.06
05/2022,85345,2.31
06/2022,85345,1.84
07/2022,85345,1.99
08/2022,85345,1.95
09/2022,85345,1.64
10/2022,85345,1.91
11/2022,85345,2.03
12/2022,85345,2.1
01/2023,85345,2.15
02/2023,85345,1.93
03/2023,85345,1.99
04/2023,85345,1.92
05/2023,85345,2.25
06/2023,85345,2.03
07/2023,85345,1.97
08/2023,85345,2.15
09/2023,85345,2.16
10/2023,85345,2.12
11/2023,85345,1.91
12/2023,85345,2.84
01/2018,85346,6.47
02/2018,85346,5.66
03/2018,85346,2.7
04/2018,85346,2.97
05/2018,85346,2.16
06/2018,85346,1.62
07/2018,85346,2.97
08/2018,85346,0.0
09/2018,85346,0.0
10/2018,85346,9.71
11/2018,85346,2.16
12/2018,85346,5.4
01/2019,85346,4.58
02/2019,85346,N/A
03/2019,85346,N/A
04/2019,85346,N/A
05/2019,85346,N/A
06/2019,85346,N/A
07/2019,85346,N/A
08/2019,85346,N/A
09/2019,85346,N/A
10/2019,85346,N/A
11/2019,85346,N/A
12/2019,85346,N/A
01/2020,85346,2.93
02/2020,85346,3.19
03/2020,85346,2.66
04/2020,85346,2.93
05/2020,85346,3.19
06/2020,85346,2.4
07/2020,85346,3.99
08/2020,85346,1.86
09/2020,85346,2.13
10/2020,85346,3.19
11/2020,85346,2.66
12/2020,85346,3.46
01/2021,85346,6.3
02/2021,85346,6.88
03/2021,85346,1.15
04/2021,85346,11.46
05/2021,85346,0.57
06/2021,85346,4.01
07/2021,85346,4.01
08/2021,85346,3.44
09/2021,85346,4.01
10/2021,85346,3.44
11/2021,85346,6.88
12/2021,85346,6.3
01/2022,85346,7.47
02/2022,85346,4.2
03/2022,85346,6.07
04/2022,85346,0.93
05/2022,85346,0.93
06/2022,85346,3.74
07/2022,85346,0.93
08/2022,85346,4.67
09/2022,85346,0.93
10/2022,85346,N/A
11/2022,85346,1.87
12/2022,85346,7.01
01/2023,85346,3.32
02/2023,85346,3.88
03/2023,85346,1.66
04/2023,85346,3.88
05/2023,85346,1.11
06/2023,85346,2.22
07/2023,85346,1.66
08/2023,85346,1.11
09/2023,85346,6.09
10/2023,85346,2.77
11/2023,85346,7.2
12/2023,85346,7.76
01/2018,85349,1.8
02/2018,85349,1.7
03/2018,85349,2.23
04/2018,85349,1.52
05/2018,85349,1.33
06/2018,85349,1.67
07/2018,85349,1.36
08/2018,85349,1.55
09/2018,85349,1.52
10/2018,85349,1.67
11/2018,85349,1.21
12/2018,85349,1.39
01/2019,85349,1.15
02/2019,85349,1.24
03/2019,85349,1.33
04/2019,85349,2.15
05/2019,85349,1.49
06/2019,85349,1.15
07/2019,85349,1.0
08/2019,85349,1.27
09/2019,85349,1.52
10/2019,85349,1.79
11/2019,85349,1.33
12/2019,85349,0.94
01/2020,85349,1.45
02/2020,85349,1.71
03/2020,85349,1.39
04/2020,85349,1.24
05/2020,85349,0.94
06/2020,85349,0.89
07/2020,85349,1.06
08/2020,85349,1.0
09/2020,85349,0.68
10/2020,85349,0.77
11/2020,85349,0.62
12/2020,85349,0.89
01/2021,85349,0.54
02/2021,85349,1.16
03/2021,85349,0.91
04/2021,85349,0.74
05/2021,85349,0.99
06/2021,85349,0.74
07/2021,85349,0.6
08/2021,85349,1.02
09/2021,85349,0.74
10/2021,85349,0.79
11/2021,85349,0.91
12/2021,85349,0.62
01/2022,85349,0.51
02/2022,85349,0.57
03/2022,85349,0.68
04/2022,85349,0.85
05/2022,85349,0.91
06/2022,85349,0.94
07/2022,85349,0.91
08/2022,85349,0.34
09/2022,85349,0.51
10/2022,85349,0.88
11/2022,85349,0.6
12/2022,85349,1.45
01/2023,85349,1.0
02/2023,85349,0.92
03/2023,85349,1.06
04/2023,85349,0.56
05/2023,85349,1.22
06/2023,85349,1.06
07/2023,85349,0.83
08/2023,85349,0.53
09/2023,85349,0.58
10/2023,85349,0.94
11/2023,85349,0.72
12/2023,85349,0.44
01/2018,85350,1.82
02/2018,85350,1.44
03/2018,85350,2.01
04/2018,85350,1.88
05/2018,85350,1.19
06/2018,85350,1.26
07/2018,85350,1.69
08/2018,85350,1.88
09/2018,85350,1.19
10/2018,85350,1.76
11/2018,85350,1.07
12/2018,85350,1.19
01/2019,85350,1.11
02/2019,85350,0.93
03/2019,85350,1.24
04/2019,85350,1.18
05/2019,85350,1.8
06/2019,85350,0.68
07/2019,85350,1.42
08/2019,85350,1.86
09/2019,85350,1.05
10/2019,85350,0.99
11/2019,85350,0.93
12/2019,85350,1.18
01/2020,85350,1.41
02/2020,85350,1.47
03/2020,85350,1.72
04/2020,85350,1.29
05/2020,85350,1.35
06/2020,85350,0.92
07/2020,85350,1.04
08/2020,85350,1.17
09/2020,85350,1.29
10/2020,85350,1.29
11/2020,85350,0.98
12/2020,85350,1.04
01/2021,85350,1.35
02/2021,85350,0.85
03/2021,85350,0.78
04/2021,85350,0.85
05/2021,85350,0.85
06/2021,85350,1.2
07/2021,85350,1.13
08/2021,85350,0.85
09/2021,85350,1.06
10/2021,85350,1.7
11/2021,85350,1.27
12/2021,85350,0.85
01/2022,85350,0.84
02/2022,85350,1.19
03/2022,85350,1.26
04/2022,85350,1.54
05/2022,85350,0.7
06/2022,85350,1.05
07/2022,85350,0.84
08/2022,85350,1.19
09/2022,85350,0.91
10/2022,85350,1.26
11/2022,85350,1.19
12/2022,85350,1.26
01/2023,85350,1.11
02/2023,85350,0.7
03/2023,85350,0.97
04/2023,85350,1.88
05/2023,85350,1.6
06/2023,85350,0.97
07/2023,85350,1.39
08/2023,85350,1.53
09/2023,85350,1.04
10/2023,85350,1.04
11/2023,85350,1.11
12/2023,85350,0.9
01/2018,85351,0.19
02/2018,85351,0.16
03/2018,85351,0.16
04/2018,85351,0.16
05/2018,85351,0.19
06/2018,85351,0.2
07/2018,85351,0.19
08/2018,85351,0.18
09/2018,85351,0.16
10/2018,85351,0.19
11/2018,85351,0.16
12/2018,85351,0.17
01/2019,85351,0.18
02/2019,85351,0.17
03/2019,85351,0.18
04/2019,85351,0.18
05/2019,85351,0.19
06/2019,85351,0.2
07/2019,85351,0.19
08/2019,85351,0.18
09/2019,85351,0.18
10/2019,85351,0.19
11/2019,85351,0.17
12/2019,85351,0.18
01/2020,85351,0.2
02/2020,85351,0.19
03/2020,85351,0.17
04/2020,85351,0.17
05/2020,85351,0.17
06/2020,85351,0.16
07/2020,85351,0.15
08/2020,85351,0.17
09/2020,85351,0.17
10/2020,85351,0.18
11/2020,85351,0.18
12/2020,85351,0.18
01/2021,85351,0.24
02/2021,85351,0.27
03/2021,85351,0.21
04/2021,85351,0.18
05/2021,85351,0.17
06/2021,85351,0.15
07/2021,85351,0.16
08/2021,85351,0.16
09/2021,85351,0.18
10/2021,85351,0.17
11/2021,85351,0.16
12/2021,85351,0.16
01/2022,85351,0.15
02/2022,85351,0.15
03/2022,85351,0.16
04/2022,85351,0.17
05/2022,85351,0.17
06/2022,85351,0.17
07/2022,85351,0.17
08/2022,85351,0.16
09/2022,85351,0.16
10/2022,85351,0.15
11/2022,85351,0.15
12/2022,85351,0.14
01/2023,85351,0.15
02/2023,85351,0.15
03/2023,85351,0.16
04/2023,85351,0.14
05/2023,85351,0.16
06/2023,85351,0.14
07/2023,85351,0.13
08/2023,85351,0.13
09/2023,85351,0.14
10/2023,85351,0.14
11/2023,85351,0.12
12/2023,85351,0.13
01/2018,85353,13.97
02/2018,85353,7.4
03/2018,85353,11.99
04/2018,85353,7.54
05/2018,85353,11.47
06/2018,85353,10.78
07/2018,85353,9.1
08/2018,85353,10.34
09/2018,85353,10.04
10/2018,85353,8.96
11/2018,85353,9.63
12/2018,85353,9.22
01/2019,85353,8.6
02/2019,85353,8.86
03/2019,85353,11.63
04/2019,85353,8.74
05/2019,85353,10.26
06/2019,85353,10.69
07/2019,85353,9.57
08/2019,85353,9.84
09/2019,85353,10.12
10/2019,85353,9.3
11/2019,85353,10.52
12/2019,85353,12.19
01/2020,85353,14.51
02/2020,85353,15.99
03/2020,85353,14.07
04/2020,85353,12.98
05/2020,85353,8.34
06/2020,85353,11.06
07/2020,85353,10.23
08/2020,85353,13.66
09/2020,85353,12.84
10/2020,85353,15.03
11/2020,85353,14.76
12/2020,85353,13.8
01/2021,85353,14.86
02/2021,85353,9.88
03/2021,85353,13.44
04/2021,85353,9.37
05/2021,85353,11.73
06/2021,85353,11.57
07/2021,85353,12.28
08/2021,85353,11.58
09/2021,85353,13.13
10/2021,85353,14.52
11/2021,85353,12.42
12/2021,85353,12.0
01/2022,85353,10.67
02/2022,85353,11.64
03/2022,85353,10.82
04/2022,85353,12.63
05/2022,85353,9.59
06/2022,85353,10.14
07/2022,85353,9.73
08/2022,85353,10.55
09/2022,85353,10.13
10/2022,85353,10.4
11/2022,85353,7.91
12/2022,85353,6.93
01/2023,85353,1.53
02/2023,85353,0.15
03/2023,85353,0.16
04/2023,85353,0.14
05/2023,85353,0.16
06/2023,85353,0.14
07/2023,85353,0.13
08/2023,85353,0.13
09/2023,85353,0.14
10/2023,85353,0.14
11/2023,85353,0.12
12/2023,85353,0.41
01/2018,85354,0.19
02/2018,85354,0.16
03/2018,85354,0.16
04/2018,85354,0.16
05/2018,85354,0.19
06/2018,85354,0.2
07/2018,85354,0.19
08/2018,85354,0.18
09/2018,85354,0.16
10/2018,85354,0.19
11/2018,85354,0.16
12/2018,85354,0.17
01/2019,85354,0.18
02/2019,85354,0.17
03/2019,85354,0.18
04/2019,85354,0.18
05/2019,85354,0.19
06/2019,85354,0.2
07/2019,85354,0.19
08/2019,85354,0.18
09/2019,85354,0.18
10/2019,85354,0.19
11/2019,85354,0.17
12/2019,85354,0.18
01/2020,85354,0.2
02/2020,85354,0.19
03/2020,85354,0.17
04/2020,85354,0.17
05/2020,85354,0.17
06/2020,85354,0.16
07/2020,85354,0.15
08/2020,85354,0.17
09/2020,85354,0.17
10/2020,85354,0.18
11/2020,85354,0.18
12/2020,85354,0.18
01/2021,85354,0.24
02/2021,85354,0.27
03/2021,85354,0.21
04/2021,85354,0.18
05/2021,85354,0.17
06/2021,85354,0.15
07/2021,85354,0.16
08/2021,85354,0.16
09/2021,85354,0.18
10/2021,85354,0.17
11/2021,85354,0.16
12/2021,85354,0.16
01/2022,85354,0.15
02/2022,85354,0.15
03/2022,85354,0.16
04/2022,85354,0.17
05/2022,85354,0.17
06/2022,85354,0.17
07/2022,85354,0.17
08/2022,85354,0.16
09/2022,85354,0.16
10/2022,85354,0.15
11/2022,85354,0.15
12/2022,85354,0.14
01/2023,85354,0.15
02/2023,85354,0.15
03/2023,85354,0.16
04/2023,85354,0.14
05/2023,85354,0.16
06/2023,85354,0.14
07/2023,85354,0.13
08/2023,85354,0.13
09/2023,85354,0.14
10/2023,85354,0.14
11/2023,85354,0.12
12/2023,85354,0.13
01/2018,85355,0.19
02/2018,85355,0.16
03/2018,85355,0.16
04/2018,85355,0.16
05/2018,85355,0.19
06/2018,85355,0.2
07/2018,85355,0.19
08/2018,85355,0.18
09/2018,85355,0.16
10/2018,85355,0.19
11/2018,85355,0.16
12/2018,85355,0.17
01/2019,85355,0.18
02/2019,85355,0.17
03/2019,85355,0.18
04/2019,85355,0.18
05/2019,85355,0.19
06/2019,85355,0.2
07/2019,85355,0.19
08/2019,85355,0.18
09/2019,85355,0.18
10/2019,85355,0.19
11/2019,85355,0.17
12/2019,85355,0.18
01/2020,85355,0.2
02/2020,85355,0.19
03/2020,85355,0.17
04/2020,85355,0.17
05/2020,85355,0.17
06/2020,85355,0.16
07/2020,85355,0.15
08/2020,85355,0.17
09/2020,85355,0.17
10/2020,85355,0.18
11/2020,85355,0.18
12/2020,85355,0.18
01/2021,85355,0.24
02/2021,85355,0.27
03/2021,85355,0.21
04/2021,85355,0.18
05/2021,85355,0.17
06/2021,85355,0.15
07/2021,85355,0.16
08/2021,85355,0.16
09/2021,85355,0.18
10/2021,85355,0.17
11/2021,85355,0.16
12/2021,85355,0.16
01/2022,85355,0.15
02/2022,85355,0.15
03/2022,85355,0.16
04/2022,85355,0.17
05/2022,85355,0.17
06/2022,85355,0.17
07/2022,85355,0.17
08/2022,85355,0.16
09/2022,85355,0.16
10/2022,85355,0.15
11/2022,85355,0.15
12/2022,85355,0.14
01/2023,85355,0.15
02/2023,85355,0.15
03/2023,85355,0.16
04/2023,85355,0.14
05/2023,85355,0.16
06/2023,85355,0.14
07/2023,85355,0.13
08/2023,85355,0.13
09/2023,85355,0.14
10/2023,85355,0.14
11/2023,85355,0.12
12/2023,85355,0.13
01/2018,85356,1.34
02/2018,85356,1.0
03/2018,85356,0.67
04/2018,85356,2.0
05/2018,85356,0.67
06/2018,85356,1.67
07/2018,85356,0.67
08/2018,85356,1.34
09/2018,85356,1.0
10/2018,85356,1.67
11/2018,85356,3.67
12/2018,85356,1.67
01/2019,85356,2.33
02/2019,85356,1.66
03/2019,85356,1.33
04/2019,85356,0.67
05/2019,85356,1.33
06/2019,85356,1.33
07/2019,85356,1.33
08/2019,85356,2.66
09/2019,85356,1.33
10/2019,85356,2.99
11/2019,85356,0.33
12/2019,85356,1.33
01/2020,85356,1.94
02/2020,85356,0.32
03/2020,85356,0.97
04/2020,85356,4.21
05/2020,85356,0.97
06/2020,85356,0.65
07/2020,85356,0.97
08/2020,85356,N/A
09/2020,85356,2.59
10/2020,85356,0.32
11/2020,85356,0.65
12/2020,85356,1.29
01/2021,85356,2.56
02/2021,85356,0.73
03/2021,85356,1.83
04/2021,85356,1.46
05/2021,85356,2.19
06/2021,85356,1.46
07/2021,85356,2.56
08/2021,85356,2.56
09/2021,85356,0.73
10/2021,85356,1.83
11/2021,85356,1.46
12/2021,85356,2.56
01/2022,85356,2.86
02/2022,85356,N/A
03/2022,85356,1.63
04/2022,85356,1.23
05/2022,85356,0.82
06/2022,85356,0.82
07/2022,85356,1.23
08/2022,85356,1.23
09/2022,85356,0.41
10/2022,85356,1.63
11/2022,85356,0.41
12/2022,85356,3.27
01/2023,85356,0.4
02/2023,85356,2.43
03/2023,85356,N/A
04/2023,85356,1.21
05/2023,85356,1.21
06/2023,85356,1.21
07/2023,85356,1.21
08/2023,85356,0.81
09/2023,85356,0.4
10/2023,85356,0.4
11/2023,85356,0.81
12/2023,85356,0.4
01/2018,85358,2.18
02/2018,85358,2.72
03/2018,85358,1.3
04/2018,85358,1.73
05/2018,85358,1.33
06/2018,85358,1.91
07/2018,85358,1.9
08/2018,85358,1.46
09/2018,85358,3.72
10/2018,85358,4.32
11/2018,85358,3.01
12/2018,85358,3.87
01/2019,85358,3.12
02/2019,85358,1.9
03/2019,85358,2.72
04/2019,85358,1.78
05/2019,85358,1.39
06/2019,85358,1.27
07/2019,85358,4.19
08/2019,85358,2.98
09/2019,85358,2.45
10/2019,85358,2.86
11/2019,85358,2.44
12/2019,85358,1.65
01/2020,85358,2.92
02/2020,85358,2.01
03/2020,85358,1.34
04/2020,85358,1.99
05/2020,85358,0.95
06/2020,85358,0.94
07/2020,85358,2.36
08/2020,85358,3.93
09/2020,85358,4.84
10/2020,85358,4.46
11/2020,85358,3.16
12/2020,85358,2.39
01/2021,85358,2.01
02/2021,85358,2.17
03/2021,85358,2.79
04/2021,85358,3.03
05/2021,85358,2.34
06/2021,85358,2.73
07/2021,85358,0.98
08/2021,85358,2.47
09/2021,85358,2.63
10/2021,85358,4.11
11/2021,85358,2.2
12/2021,85358,3.56
01/2022,85358,1.33
02/2022,85358,2.65
03/2022,85358,3.19
04/2022,85358,4.12
05/2022,85358,2.28
06/2022,85358,2.41
07/2022,85358,1.88
08/2022,85358,2.4
09/2022,85358,0.16
10/2022,85358,3.7
11/2022,85358,2.26
12/2022,85358,0.93
01/2023,85358,1.49
02/2023,85358,2.16
03/2023,85358,1.37
04/2023,85358,2.95
05/2023,85358,1.37
06/2023,85358,1.48
07/2023,85358,0.8
08/2023,85358,2.0
09/2023,85358,2.82
10/2023,85358,1.48
11/2023,85358,1.19
12/2023,85358,1.47
01/2018,85359,6.47
02/2018,85359,5.66
03/2018,85359,2.7
04/2018,85359,2.97
05/2018,85359,2.16
06/2018,85359,1.62
07/2018,85359,2.97
08/2018,85359,0.0
09/2018,85359,0.0
10/2018,85359,9.71
11/2018,85359,2.16
12/2018,85359,5.4
01/2019,85359,4.58
02/2019,85359,N/A
03/2019,85359,N/A
04/2019,85359,N/A
05/2019,85359,N/A
06/2019,85359,N/A
07/2019,85359,N/A
08/2019,85359,N/A
09/2019,85359,N/A
10/2019,85359,N/A
11/2019,85359,N/A
12/2019,85359,N/A
01/2020,85359,2.93
02/2020,85359,3.19
03/2020,85359,2.66
04/2020,85359,2.93
05/2020,85359,3.19
06/2020,85359,2.4
07/2020,85359,3.99
08/2020,85359,1.86
09/2020,85359,2.13
10/2020,85359,3.19
11/2020,85359,2.66
12/2020,85359,3.46
01/2021,85359,6.3
02/2021,85359,6.88
03/2021,85359,1.15
04/2021,85359,11.46
05/2021,85359,0.57
06/2021,85359,4.01
07/2021,85359,4.01
08/2021,85359,3.44
09/2021,85359,4.01
10/2021,85359,3.44
11/2021,85359,6.88
12/2021,85359,6.3
01/2022,85359,7.47
02/2022,85359,4.2
03/2022,85359,6.07
04/2022,85359,0.93
05/2022,85359,0.93
06/2022,85359,3.74
07/2022,85359,0.93
08/2022,85359,4.67
09/2022,85359,0.93
10/2022,85359,N/A
11/2022,85359,1.87
12/2022,85359,7.01
01/2023,85359,3.32
02/2023,85359,3.88
03/2023,85359,1.66
04/2023,85359,3.88
05/2023,85359,1.11
06/2023,85359,2.22
07/2023,85359,1.66
08/2023,85359,1.11
09/2023,85359,6.09
10/2023,85359,2.77
11/2023,85359,7.2
12/2023,85359,7.76
01/2018,85360,1.38
02/2018,85360,0.89
03/2018,85360,1.07
04/2018,85360,1.11
05/2018,85360,1.1
06/2018,85360,0.9
07/2018,85360,1.21
08/2018,85360,1.09
09/2018,85360,1.13
10/2018,85360,0.95
11/2018,85360,1.08
12/2018,85360,1.19
01/2019,85360,1.04
02/2019,85360,0.92
03/2019,85360,1.02
04/2019,85360,1.08
05/2019,85360,1.19
06/2019,85360,1.14
07/2019,85360,1.13
08/2019,85360,1.01
09/2019,85360,0.92
10/2019,85360,1.07
11/2019,85360,0.95
12/2019,85360,0.98
01/2020,85360,0.87
02/2020,85360,0.87
03/2020,85360,0.97
04/2020,85360,1.13
05/2020,85360,0.91
06/2020,85360,0.99
07/2020,85360,0.94
08/2020,85360,0.74
09/2020,85360,0.93
10/2020,85360,1.0
11/2020,85360,0.78
12/2020,85360,0.77
01/2021,85360,0.88
02/2021,85360,0.89
03/2021,85360,0.88
04/2021,85360,0.84
05/2021,85360,1.22
06/2021,85360,1.34
07/2021,85360,1.27
08/2021,85360,1.24
09/2021,85360,1.18
10/2021,85360,1.22
11/2021,85360,1.1
12/2021,85360,1.11
01/2022,85360,1.25
02/2022,85360,1.05
03/2022,85360,1.19
04/2022,85360,1.06
05/2022,85360,1.1
06/2022,85360,1.15
07/2022,85360,1.06
08/2022,85360,1.02
09/2022,85360,1.06
10/2022,85360,1.03
11/2022,85360,1.05
12/2022,85360,0.93
01/2023,85360,1.01
02/2023,85360,0.84
03/2023,85360,0.82
04/2023,85360,1.01
05/2023,85360,0.93
06/2023,85360,1.03
07/2023,85360,0.98
08/2023,85360,1.07
