Zipcode,Year,Crime rate per 1000
86329,2021,6.91
86329,2022,6.94
86329,2023,6.31
86331,2018,37.76
86331,2019,51.89
86331,2020,41.9
86331,2021,40.61
86331,2022,48.24
86331,2023,61.03
86332,2018,6.3
86332,2019,5.47
86332,2020,5.86
86332,2021,6.91
86332,2022,6.94
86332,2023,6.31
86333,2018,6.3
86333,2019,5.47
86333,2020,5.86
86333,2021,6.91
86333,2022,6.94
86333,2023,6.31
86334,2018,6.3
86334,2019,5.47
86334,2020,5.86
86334,2021,6.91
86334,2022,6.94
86334,2023,6.31
86335,2018,6.3
86335,2019,5.47
86335,2020,5.86
86335,2021,6.91
86335,2022,6.94
86335,2023,6.31
86336,2018,35.64
86336,2019,31.83
86336,2020,34.91
86336,2021,33.39
86336,2022,41.76
86336,2023,32.78
86337,2018,6.3
86337,2019,5.47
86337,2020,5.86
86337,2021,6.91
86337,2022,6.94
86337,2023,6.31
86338,2018,6.3
86338,2019,5.47
86338,2020,5.86
86338,2021,6.91
86338,2022,6.94
86338,2023,6.31
86339,2018,29.34
86339,2019,26.36
86339,2020,29.05
86339,2021,26.48
86339,2022,34.82
86339,2023,26.47
86340,2018,31.11
86340,2019,27.29
86340,2020,30.89
86340,2021,29.55
86340,2022,37.03
86340,2023,28.22
86341,2018,31.11
86341,2019,27.29
86341,2020,30.89
86341,2021,29.55
86341,2022,37.03
86341,2023,28.22
86342,2018,6.3
86342,2019,5.47
86342,2020,5.86
86342,2021,6.91
86342,2022,6.94
86342,2023,6.31
86343,2018,6.3
86343,2019,5.47
86343,2020,5.86
86343,2021,6.91
86343,2022,6.94
86343,2023,6.31
86351,2018,31.11
86351,2019,27.29
86351,2020,30.89
86351,2021,29.55
86351,2022,37.03
86351,2023,28.22
86401,2018,63.89
86401,2019,68.06
86401,2020,57.42
86401,2021,56.21
86401,2022,62.08
86401,2023,56.36
86402,2018,63.89
86402,2019,68.06
86402,2020,57.42
86402,2021,56.21
86402,2022,62.08
86402,2023,56.36
86403,2018,43.37
86403,2019,40.07
86403,2020,38.89
86403,2021,43.2
86403,2022,43.48
86403,2023,41.19
86404,2018,43.37
86404,2019,40.07
86404,2020,38.89
86404,2021,43.2
86404,2022,43.48
86404,2023,41.19
86405,2018,43.37
86405,2019,40.07
86405,2020,38.89
86405,2021,43.2
86405,2022,43.48
86405,2023,41.19
86406,2018,43.37
86406,2019,40.07
86406,2020,38.89
86406,2021,43.2
86406,2022,43.48
86406,2023,41.19
86409,2018,63.89
86409,2019,68.06
86409,2020,57.42
86409,2021,56.21
86409,2022,62.08
86409,2023,56.36
86411,2018,63.89
86411,2019,68.06
86411,2020,57.42
86411,2021,56.21
86411,2022,62.08
86411,2023,56.36
86412,2018,63.89
86412,2019,68.06
86412,2020,57.42
86412,2021,56.21
86412,2022,62.08
86412,2023,56.36
86413,2018,63.89
86413,2019,68.06
86413,2020,57.42
86413,2021,56.21
86413,2022,62.08
86413,2023,56.36
86426,2018,13.1
86426,2019,12.45
86426,2020,10.9
86426,2021,13.17
86426,2022,12.95
86426,2023,11.27
86427,2018,13.1
86427,2019,12.45
86427,2020,10.9
86427,2021,13.17
86427,2022,12.95
86427,2023,11.27
86429,2018,60.11
86429,2019,56.42
86429,2020,47.03
86429,2021,13.17
86429,2022,30.97
86429,2023,45.0
86430,2018,60.11
86430,2019,56.42
86430,2020,47.03
86430,2021,13.17
86430,2022,30.97
86430,2023,45.0
86431,2018,13.1
86431,2019,12.45
86431,2020,10.9
86431,2021,13.17
86431,2022,12.95
86431,2023,11.27
86432,2018,13.1
86432,2019,12.45
86432,2020,10.9
86432,2021,13.17
86432,2022,12.95
86432,2023,11.27
86433,2018,13.1
86433,2019,12.45
86433,2020,10.9
86433,2021,13.17
86433,2022,12.95
86433,2023,11.27
86434,2018,17.63
86434,2019,16.99
86434,2020,14.92
86434,2021,17.01
86434,2022,17.68
86434,2023,15.83
86435,2018,4.53
86435,2019,4.54
86435,2020,4.02
86435,2021,3.84
86435,2022,4.73
86435,2023,4.56
86436,2018,13.1
86436,2019,12.45
86436,2020,10.9
86436,2021,13.17
86436,2022,12.95
86436,2023,11.27
86437,2018,63.89
86437,2019,68.06
86437,2020,57.42
86437,2021,56.21
86437,2022,62.08
86437,2023,56.36
86438,2018,13.1
86438,2019,12.45
86438,2020,10.9
86438,2021,13.17
86438,2022,12.95
86438,2023,11.27
86439,2018,60.11
86439,2019,56.42
86439,2020,47.03
86439,2021,13.17
86439,2022,30.97
86439,2023,45.0
86440,2018,13.1
86440,2019,12.45
86440,2020,10.9
86440,2021,13.17
86440,2022,12.95
86440,2023,11.27
86441,2018,13.1
86441,2019,12.45
86441,2020,10.9
86441,2021,13.17
86441,2022,12.95
86441,2023,11.27
86442,2018,60.11
86442,2019,56.42
86442,2020,47.03
86442,2021,13.17
86442,2022,30.97
86442,2023,45.0
86443,2018,13.1
86443,2019,12.45
86443,2020,10.9
86443,2021,13.17
86443,2022,12.95
86443,2023,11.27
86444,2018,13.1
86444,2019,12.45
86444,2020,10.9
86444,2021,13.17
86444,2022,12.95
86444,2023,11.27
86445,2018,63.89
86445,2019,68.06
86445,2020,57.42
86445,2021,56.21
86445,2022,62.08
86445,2023,56.36
86446,2018,13.1
86446,2019,12.45
86446,2020,10.9
86446,2021,13.17
86446,2022,12.95
86446,2023,11.27
86502,2018,2.28
86502,2019,2.69
86502,2020,0.81
86502,2021,3.49
86502,2022,3.7
86502,2023,3.15
86503,2018,2.28
86503,2019,2.69
86503,2020,0.81
86503,2021,3.49
86503,2022,3.7
86503,2023,3.15
86504,2018,2.28
86504,2019,2.69
86504,2020,0.81
86504,2021,3.49
86504,2022,3.7
86504,2023,3.15
86505,2018,2.28
86505,2019,2.69
86505,2020,0.81
86505,2021,3.49
86505,2022,3.7
86505,2023,3.15
86506,2018,2.28
86506,2019,2.69
86506,2020,0.81
86506,2021,3.49
86506,2022,3.7
86506,2023,3.15
86507,2018,2.28
86507,2019,2.69
86507,2020,0.81
86507,2021,3.49
86507,2022,3.7
86507,2023,3.15
86508,2018,2.28
86508,2019,2.69
86508,2020,0.81
86508,2021,3.49
86508,2022,3.7
86508,2023,3.15
86510,2018,4.61
86510,2019,4.26
86510,2020,3.38
86510,2021,3.58
86510,2022,4.54
86510,2023,4.25
86511,2018,2.28
86511,2019,2.69
86511,2020,0.81
86511,2021,3.49
86511,2022,3.7
86511,2023,3.15
86512,2018,2.28
86512,2019,2.69
86512,2020,0.81
86512,2021,3.49
86512,2022,3.7
86512,2023,3.15
86514,2018,34.5
86514,2019,34.7
86514,2020,32.69
86514,2021,36.67
86514,2022,35.88
86514,2023,35.63
86515,2018,2.28
86515,2019,2.69
86515,2020,0.81
86515,2021,3.49
86515,2022,3.7
86515,2023,3.15
86520,2018,4.61
86520,2019,4.26
86520,2020,3.38
86520,2021,3.58
86520,2022,4.54
86520,2023,4.25
86535,2018,2.28
86535,2019,2.69
86535,2020,0.81
86535,2021,3.49
86535,2022,3.7
86535,2023,3.15
86538,2018,2.28
86538,2019,2.69
86538,2020,0.81
86538,2021,3.49
86538,2022,3.7
86538,2023,3.15
86540,2018,2.28
86540,2019,2.69
86540,2020,0.81
86540,2021,3.49
86540,2022,3.7
86540,2023,3.15
86544,2018,2.28
86544,2019,2.69
86544,2020,0.81
86544,2021,3.49
86544,2022,3.7
86544,2023,3.15
86545,2018,2.28
86545,2019,2.69
86545,2020,0.81
86545,2021,3.49
86545,2022,3.7
86545,2023,3.15
86547,2018,2.28
86547,2019,2.69
86547,2020,0.81
86547,2021,3.49
86547,2022,3.7
86547,2023,3.15
86556,2018,2.28
86556,2019,2.69
86556,2020,0.81
86556,2021,3.49
86556,2022,3.7
86556,2023,3.15
