year,zip,median_income,crime_rate_per_1000,business_count,avg_house_price
2023,85327,N/A,1.69,N/A,N/A
2018,85329,N/A,2.11,N/A,N/A
2019,85329,N/A,2.19,N/A,N/A
2020,85329,N/A,2.09,N/A,N/A
2021,85329,45060.0,2.21,N/A,N/A
2022,85329,41712.0,1.9,N/A,N/A
2023,85329,36292.0,1.69,N/A,N/A
2018,85331,103800.0,2.11,N/A,471015.69
2019,85331,106401.0,2.19,N/A,490397.47
2020,85331,100554.0,2.09,N/A,526525.42
2021,85331,108213.0,2.21,N/A,654043.84
2022,85331,117938.0,1.9,N/A,799096.75
2023,85331,123710.0,1.69,N/A,789215.14
2018,85332,39063.0,6.3,N/A,207863.25
2019,85332,42370.0,5.47,N/A,228059.72
2020,85332,52600.0,5.86,N/A,247718.17
2021,85332,55104.0,6.91,N/A,296624.56
2022,85332,60208.0,6.94,N/A,346892.2
2023,85332,57500.0,6.31,N/A,335777.89
2018,85333,46346.0,2.11,N/A,N/A
2019,85333,46103.0,2.19,N/A,N/A
2020,85333,29219.0,2.09,N/A,N/A
2021,85333,39773.0,2.21,N/A,N/A
2022,85333,54141.0,1.9,N/A,N/A
2023,85333,43269.0,1.69,N/A,N/A
2018,85335,54646.0,38.98,N/A,190070.03
2019,85335,58216.0,41.52,N/A,207981.58
2020,85335,59975.0,33.8,N/A,231597.32
2021,85335,65072.0,30.56,N/A,297107.54
2022,85335,72134.0,29.12,N/A,375155.71
2023,85335,74764.0,28.52,N/A,350117.31
2018,85336,32351.0,18.95,N/A,N/A
2019,85336,44271.0,16.36,N/A,N/A
2020,85336,36311.0,12.64,N/A,N/A
2021,85336,39161.0,9.76,N/A,N/A
2022,85336,45305.0,9.15,N/A,N/A
2023,85336,58314.0,9.86,N/A,242676.35
2018,85337,31000.0,2.11,N/A,144059.59
2019,85337,31090.0,2.19,N/A,154322.65
2020,85337,41278.0,2.09,N/A,172873.94
2021,85337,41689.0,2.21,N/A,218814.3
2022,85337,47358.0,1.9,N/A,254256.23
2023,85337,49260.0,1.69,N/A,243455.37
2018,85338,74517.0,34.23,N/A,265950.23
2019,85338,78397.0,32.6,N/A,281396.43
2020,85338,80750.0,32.24,N/A,306661.23
2021,85338,86271.0,28.71,N/A,387619.23
2022,85338,93435.0,27.27,N/A,479474.72
2023,85338,99345.0,26.2,N/A,449082.77
2018,85339,70759.0,2.11,N/A,256060.79
2019,85339,76170.0,2.19,N/A,272604.63
2020,85339,79310.0,2.09,N/A,300041.92
2021,85339,85007.0,2.21,N/A,387203.18
2022,85339,97057.0,1.9,N/A,478063.72
2023,85339,104023.0,1.69,N/A,447176.69
2018,85340,91710.0,2.11,N/A,315565.4
2019,85340,93374.0,2.19,N/A,332143.96
2020,85340,98533.0,2.09,N/A,362838.8
2021,85340,103808.0,2.21,N/A,450611.85
2022,85340,111479.0,1.9,N/A,546195.27
2023,85340,117193.0,1.69,N/A,522617.01
2018,85341,N/A,10.46,N/A,N/A
2019,85341,N/A,8.86,N/A,N/A
2020,85341,N/A,9.94,N/A,N/A
2021,85341,N/A,10.0,N/A,N/A
2022,85341,N/A,10.74,N/A,N/A
2023,85341,N/A,10.58,N/A,N/A
2018,85342,41150.0,2.11,N/A,222373.4
2019,85342,45530.0,2.19,N/A,245225.42
2020,85342,44792.0,2.09,N/A,276958.56
2021,85342,50000.0,2.21,N/A,338287.13
2022,85342,60726.0,1.9,N/A,390169.75
2023,85342,53996.0,1.69,N/A,383662.68
2018,85343,49150.0,2.11,N/A,N/A
2019,85343,67750.0,2.19,N/A,N/A
2020,85343,N/A,2.09,N/A,N/A
2021,85343,N/A,2.21,N/A,N/A
2022,85343,N/A,1.9,N/A,N/A
2023,85343,143000.0,1.69,N/A,N/A
2018,85344,40685.0,40.03,N/A,198573.54
2019,85344,40580.0,27.46,N/A,215431.8
2020,85344,41514.0,29.33,N/A,230213.17
2021,85344,45934.0,39.42,N/A,282681.45
2022,85344,53295.0,25.03,N/A,338455.26
2023,85344,54872.0,25.47,N/A,341205.31
2018,85345,51726.0,33.67,N/A,208960.66
2019,85345,53383.0,32.22,N/A,225591.36
2020,85345,52904.0,27.97,N/A,250093.28
2021,85345,55806.0,26.7,N/A,312200.85
2022,85345,61628.0,24.44,N/A,386299.35
2023,85345,64563.0,25.42,N/A,367041.49
2018,85346,24732.0,41.82,N/A,109769.51
2019,85346,21810.0,4.58,N/A,121625.36
2020,85346,20611.0,34.59,N/A,134001.91
2021,85346,N/A,58.45,N/A,154502.88
2022,85346,19256.0,38.75,N/A,182484.87
2023,85346,31179.0,42.66,N/A,186506.42
2018,85349,34166.0,18.95,N/A,137187.69
2019,85349,37343.0,16.36,N/A,147304.35
2020,85349,41648.0,12.64,N/A,157463.48
2021,85349,44090.0,9.76,N/A,189766.05
2022,85349,46801.0,9.15,N/A,230830.55
2023,85349,55717.0,9.86,N/A,242081.56
2018,85350,38384.0,18.38,N/A,138256.81
2019,85350,38416.0,14.37,N/A,150219.05
2020,85350,52843.0,14.97,N/A,164981.35
2021,85350,54681.0,12.74,N/A,197974.81
2022,85350,62813.0,13.23,N/A,241139.15
2023,85350,72115.0,14.24,N/A,250091.87
2018,85351,38253.0,2.11,N/A,175813.71
2019,85351,39779.0,2.19,N/A,193744.24
2020,85351,42875.0,2.09,N/A,214961.43
2021,85351,44920.0,2.21,N/A,258933.78
2022,85351,50084.0,1.9,N/A,311926.8
2023,85351,50812.0,1.69,N/A,295822.37
2018,85353,64904.0,120.44,N/A,220685.24
2019,85353,70543.0,120.32,N/A,236888.73
2020,85353,76179.0,157.27,N/A,263023.01
2021,85353,77905.0,146.78,N/A,340977.5
2022,85353,82271.0,121.14,N/A,424583.01
2023,85353,88867.0,3.35,N/A,397317.47
2018,85354,56462.0,2.11,N/A,211525.72
2019,85354,62833.0,2.19,N/A,230605.51
2020,85354,63468.0,2.09,N/A,255047.1
2021,85354,65081.0,2.21,N/A,324714.02
2022,85354,71454.0,1.9,N/A,395277.18
2023,85354,64596.0,1.69,N/A,383078.54
2018,85355,91046.0,2.11,N/A,289992.59
2019,85355,91533.0,2.19,N/A,307309.43
2020,85355,94246.0,2.09,N/A,325987.0
2021,85355,100586.0,2.21,N/A,419270.26
2022,85355,111000.0,1.9,N/A,508699.31
2023,85355,115401.0,1.69,N/A,487618.81
2018,85356,50682.0,17.37,N/A,142296.25
2019,85356,48578.0,18.62,N/A,150635.01
2020,85356,52654.0,14.88,N/A,164474.81
2021,85356,62672.0,21.93,N/A,196201.02
2022,85356,57721.0,15.54,N/A,233690.67
2023,85356,56447.0,10.49,N/A,242791.27
2018,85358,N/A,29.45,N/A,N/A
2019,85358,N/A,28.75,N/A,N/A
2020,85358,N/A,31.29,N/A,N/A
2021,85358,N/A,31.02,N/A,N/A
2022,85358,N/A,27.31,N/A,N/A
2023,85358,N/A,20.58,N/A,N/A
2018,85359,N/A,41.82,N/A,N/A
2019,85359,N/A,4.58,N/A,N/A
2020,85359,N/A,34.59,N/A,N/A
2021,85359,N/A,58.45,N/A,N/A
2022,85359,N/A,38.75,N/A,N/A
2023,85359,N/A,42.66,N/A,N/A
2018,85360,51875.0,13.1,N/A,N/A
2019,85360,53750.0,12.45,N/A,N/A
2020,85360,54583.0,10.9,N/A,N/A
2021,85360,55625.0,13.17,N/A,N/A
2022,85360,N/A,12.95,N/A,N/A
2023,85360,55875.0,11.27,N/A,N/A
2018,85361,56853.0,2.11,N/A,272240.58
2019,85361,62250.0,2.19,N/A,294333.72
2020,85361,59970.0,2.09,N/A,329698.98
2021,85361,60651.0,2.21,N/A,413413.81
2022,85361,69226.0,1.9,N/A,495840.32
2023,85361,76056.0,1.69,N/A,483600.92
2018,85362,40962.0,6.3,N/A,163093.57
2019,85362,40893.0,5.47,N/A,192602.93
2020,85362,41010.0,5.86,N/A,219712.41
2021,85362,41367.0,6.91,N/A,254227.77
2022,85362,39847.0,6.94,N/A,292700.58
2023,85362,42057.0,6.31,N/A,267528.38
2018,85363,41441.0,2.11,N/A,171794.22
2019,85363,40781.0,2.19,N/A,189596.93
2020,85363,42564.0,2.09,N/A,211627.39
2021,85363,44595.0,2.21,N/A,263926.07
2022,85363,56449.0,1.9,N/A,329720.14
2023,85363,68472.0,1.69,N/A,314894.71
2018,85364,42444.0,34.1,N/A,139228.23
2019,85364,43314.0,34.08,N/A,149401.31
2020,85364,46644.0,31.24,N/A,162474.48
2021,85364,51581.0,30.58,N/A,195307.35
2022,85364,53877.0,27.93,N/A,235925.01
2023,85364,57497.0,25.15,N/A,243857.47
2018,85365,51799.0,34.1,N/A,179658.67
2019,85365,53131.0,34.08,N/A,190596.26
2020,85365,56409.0,31.24,N/A,206056.07
2021,85365,59233.0,30.58,N/A,249906.7
2022,85365,64636.0,27.93,N/A,301897.77
2023,85365,68358.0,25.15,N/A,305056.34
2018,85366,N/A,34.1,N/A,N/A
2019,85366,N/A,34.08,N/A,N/A
2020,85366,N/A,31.24,N/A,N/A
2021,85366,N/A,30.58,N/A,N/A
2022,85366,N/A,27.93,N/A,N/A
2023,85366,N/A,25.15,N/A,N/A
2018,85367,47243.0,34.1,N/A,173758.41
2019,85367,49112.0,34.08,N/A,184792.65
2020,85367,46939.0,31.24,N/A,201965.21
2021,85367,49794.0,30.58,N/A,244941.5
2022,85367,52600.0,27.93,N/A,294151.03
2023,85367,55766.0,25.15,N/A,301416.35
2018,85369,N/A,34.1,N/A,N/A
2019,85369,N/A,34.08,N/A,N/A
2020,85369,N/A,31.24,N/A,N/A
2021,85369,N/A,30.58,N/A,N/A
2022,85369,N/A,27.93,N/A,N/A
2023,85369,N/A,25.15,N/A,N/A
2018,85372,N/A,2.11,N/A,N/A
2019,85372,N/A,2.19,N/A,N/A
2020,85372,N/A,2.09,N/A,N/A
2021,85372,N/A,2.21,N/A,N/A
2022,85372,N/A,1.9,N/A,N/A
2023,85372,N/A,1.69,N/A,N/A
2018,85373,53247.0,33.67,N/A,235317.38
2019,85373,54958.0,32.22,N/A,254256.29
2020,85373,60077.0,27.97,N/A,278233.89
2021,85373,62609.0,26.7,N/A,339480.58
2022,85373,65748.0,24.44,N/A,407412.07
2023,85373,68445.0,25.42,N/A,387675.34
2018,85374,54364.0,22.38,N/A,248985.81
2019,85374,58127.0,22.48,N/A,264662.44
2020,85374,61565.0,24.91,N/A,289144.62
2021,85374,67527.0,23.69,N/A,355798.78
2022,85374,76770.0,23.76,N/A,437773.02
2023,85374,78690.0,21.59,N/A,412071.42
2018,85375,50223.0,2.11,N/A,247233.74
2019,85375,54535.0,2.19,N/A,266738.21
2020,85375,57452.0,2.09,N/A,292694.23
2021,85375,58963.0,2.21,N/A,349171.63
2022,85375,62048.0,1.9,N/A,417670.33
2023,85375,63977.0,1.69,N/A,402194.23
2018,85376,N/A,2.11,N/A,N/A
2019,85376,N/A,2.19,N/A,N/A
2020,85376,N/A,2.09,N/A,N/A
2021,85376,N/A,2.21,N/A,N/A
2022,85376,N/A,1.9,N/A,N/A
2023,85376,N/A,1.69,N/A,N/A
2018,85377,91393.0,2.11,N/A,684710.15
2019,85377,77500.0,2.19,N/A,715936.15
2020,85377,109883.0,2.09,N/A,761839.23
2021,85377,114570.0,2.21,N/A,957988.95
2022,85377,122155.0,1.9,N/A,1170521.79
2023,85377,143315.0,1.69,N/A,1156072.78
2018,85378,N/A,22.38,N/A,196194.08
2019,85378,N/A,22.48,N/A,212121.91
2020,85378,N/A,24.91,N/A,235596.81
2021,85378,56585.0,23.69,N/A,294611.32
2022,85378,63102.0,23.76,N/A,367588.78
2023,85378,62881.0,21.59,N/A,345300.05
2018,85379,77495.0,22.38,N/A,261618.75
2019,85379,80758.0,22.48,N/A,276060.86
2020,85379,81310.0,24.91,N/A,301365.07
2021,85379,87397.0,23.69,N/A,384942.07
2022,85379,99587.0,23.76,N/A,477928.44
2023,85379,102823.0,21.59,N/A,441671.62
2018,85380,N/A,33.67,N/A,N/A
2019,85380,N/A,32.22,N/A,N/A
2020,85380,N/A,27.97,N/A,N/A
2021,85380,N/A,26.7,N/A,N/A
2022,85380,N/A,24.44,N/A,N/A
2023,85380,N/A,25.42,N/A,N/A
2018,85381,78810.0,33.67,N/A,279794.25
2019,85381,77068.0,32.22,N/A,295084.36
2020,85381,77254.0,27.97,N/A,322260.08
2021,85381,79665.0,26.7,N/A,396814.59
2022,85381,86743.0,24.44,N/A,480093.31
2023,85381,94442.0,25.42,N/A,459990.98
2018,85382,69833.0,33.67,N/A,282191.34
2019,85382,72756.0,32.22,N/A,296980.56
2020,85382,72553.0,27.97,N/A,324099.98
2021,85382,80795.0,26.7,N/A,399816.09
2022,85382,87060.0,24.44,N/A,487282.54
2023,85382,93387.0,25.42,N/A,463992.71
2018,85383,112701.0,33.67,N/A,385948.9
2019,85383,114830.0,32.22,N/A,404603.58
2020,85383,118125.0,27.97,N/A,432418.33
2021,85383,125200.0,26.7,N/A,542029.29
2022,85383,131156.0,24.44,N/A,660894.32
2023,85383,138671.0,25.42,N/A,638449.56
2018,85385,N/A,33.67,N/A,N/A
2019,85385,N/A,32.22,N/A,N/A
2020,85385,N/A,27.97,N/A,N/A
2021,85385,N/A,26.7,N/A,N/A
2022,85385,N/A,24.44,N/A,N/A
2023,85385,N/A,25.42,N/A,N/A
2018,85387,70066.0,22.38,N/A,296992.7
2019,85387,71449.0,22.48,N/A,313834.96
2020,85387,72675.0,24.91,N/A,339392.75
2021,85387,81719.0,23.69,N/A,407926.16
2022,85387,87480.0,23.76,N/A,492954.58
2023,85387,95472.0,21.59,N/A,471494.2
2018,85388,77700.0,22.38,N/A,274534.35
2019,85388,80906.0,22.48,N/A,289432.6
2020,85388,78597.0,24.91,N/A,316349.19
2021,85388,90734.0,23.69,N/A,404132.45
2022,85388,100639.0,23.76,N/A,498108.1
2023,85388,107131.0,21.59,N/A,463033.68
2018,85390,48519.0,35.75,N/A,303695.54
2019,85390,50009.0,34.22,N/A,332469.69
2020,85390,53352.0,37.15,N/A,362567.87
2021,85390,58220.0,37.93,N/A,436258.91
2022,85390,64189.0,34.25,N/A,521659.01
2023,85390,65985.0,26.89,N/A,514283.1
2018,85392,67388.0,51.0,N/A,248644.96
2019,85392,68663.0,52.89,N/A,263886.9
2020,85392,73652.0,52.98,N/A,290692.7
2021,85392,74398.0,56.94,N/A,367452.39
2022,85392,83439.0,53.07,N/A,452178.7
2023,85392,84965.0,45.71,N/A,425780.62
2018,85395,88792.0,34.23,N/A,353296.39
2019,85395,90017.0,32.6,N/A,369034.17
2020,85395,91920.0,32.24,N/A,393127.37
2021,85395,99317.0,28.71,N/A,477866.2
2022,85395,105717.0,27.27,N/A,580215.37
2023,85395,107980.0,26.2,N/A,555936.76
2018,85396,87275.0,28.14,N/A,290577.06
2019,85396,89919.0,25.54,N/A,306023.47
2020,85396,99477.0,25.5,N/A,329906.45
2021,85396,105323.0,20.05,N/A,411863.07
2022,85396,112643.0,20.75,N/A,504565.45
2023,85396,114266.0,18.15,N/A,476264.0
2018,85501,42294.0,141.99,N/A,142104.63
2019,85501,46944.0,133.85,N/A,157772.71
2020,85501,56922.0,119.29,N/A,170601.82
2021,85501,60905.0,117.91,N/A,194677.77
2022,85501,64447.0,51.44,N/A,228857.79
2023,85501,65933.0,69.14,N/A,227350.13
2018,85502,N/A,141.99,N/A,N/A
2019,85502,N/A,133.85,N/A,N/A
2020,85502,N/A,119.29,N/A,N/A
2021,85502,N/A,117.91,N/A,N/A
2022,85502,N/A,51.44,N/A,N/A
2023,85502,N/A,69.14,N/A,N/A
2018,85530,28500.0,4.26,N/A,N/A
2019,85530,30625.0,5.2,N/A,N/A
2020,85530,34107.0,4.18,N/A,N/A
2021,85530,37564.0,2.62,N/A,N/A
2022,85530,41339.0,2.81,N/A,N/A
2023,85530,42670.0,2.0,N/A,N/A
2018,85531,73426.0,4.26,N/A,N/A
2019,85531,76354.0,5.2,N/A,N/A
2020,85531,78365.0,4.18,N/A,N/A
2021,85531,83741.0,2.62,N/A,N/A
2022,85531,88645.0,2.81,N/A,N/A
2023,85531,94478.0,2.0,N/A,N/A
2018,85532,N/A,15.12,N/A,N/A
2019,85532,N/A,15.45,N/A,N/A
2020,85532,N/A,14.69,N/A,N/A
2021,85532,77784.0,12.69,N/A,N/A
2022,85532,N/A,9.97,N/A,N/A
2023,85532,60069.0,4.82,N/A,N/A
2018,85533,47956.0,5.7,N/A,N/A
2019,85533,49713.0,2.85,N/A,N/A
2020,85533,56473.0,5.82,N/A,N/A
2021,85533,52110.0,9.71,N/A,N/A
2022,85533,56402.0,5.58,N/A,N/A
2023,85533,62500.0,N/A,N/A,N/A
2018,85534,48567.0,5.7,N/A,N/A
2019,85534,49976.0,2.85,N/A,N/A
2020,85534,53730.0,5.82,N/A,184445.43
2021,85534,56629.0,9.71,N/A,207229.28
2022,85534,56902.0,5.58,N/A,221050.94
2023,85534,63929.0,N/A,N/A,212696.96
2018,85535,N/A,4.26,N/A,N/A
2019,85535,N/A,5.2,N/A,N/A
2020,85535,N/A,4.18,N/A,N/A
2021,85535,N/A,2.62,N/A,N/A
2022,85535,N/A,2.81,N/A,N/A
2023,85535,N/A,2.0,N/A,N/A
2018,85536,59519.0,4.26,N/A,N/A
2019,85536,60694.0,5.2,N/A,N/A
2020,85536,86667.0,4.18,N/A,N/A
2021,85536,68750.0,2.62,N/A,N/A
2022,85536,68295.0,2.81,N/A,N/A
2023,85536,101083.0,2.0,N/A,N/A
2018,85539,43324.0,50.82,N/A,105899.25
2019,85539,45206.0,50.18,N/A,122081.85
2020,85539,41563.0,49.79,N/A,126820.66
2021,85539,41917.0,51.29,N/A,144032.89
2022,85539,42819.0,90.75,N/A,158136.99
2023,85539,45733.0,40.23,N/A,143036.51
2018,85540,74796.0,5.7,N/A,N/A
2019,85540,72934.0,2.85,N/A,N/A
2020,85540,71585.0,5.82,N/A,N/A
2021,85540,71929.0,9.71,N/A,N/A
2022,85540,79715.0,5.58,N/A,N/A
2023,85540,80000.0,N/A,N/A,N/A
2018,85541,45928.0,54.71,N/A,264476.61
2019,85541,46401.0,46.26,N/A,285354.32
2020,85541,51161.0,52.57,N/A,304346.74
2021,85541,55036.0,47.69,N/A,374367.99
2022,85541,58734.0,40.4,N/A,442717.78
2023,85541,63857.0,34.65,N/A,436994.21
2018,85542,34875.0,15.12,N/A,N/A
2019,85542,37552.0,15.45,N/A,N/A
2020,85542,34848.0,14.69,N/A,N/A
2021,85542,37576.0,12.69,N/A,N/A
2022,85542,27833.0,9.97,N/A,N/A
2023,85542,30691.0,4.82,N/A,N/A
2018,85543,50888.0,30.2,N/A,189279.31
2019,85543,43895.0,21.13,N/A,205145.09
2020,85543,47333.0,19.26,N/A,233181.07
2021,85543,48191.0,5.5,N/A,265297.32
2022,85543,67717.0,12.28,N/A,291008.83
2023,85543,89808.0,8.17,N/A,299837.66
2018,85544,52825.0,15.12,N/A,252403.95
2019,85544,53456.0,15.45,N/A,272336.77
2020,85544,46820.0,14.69,N/A,296896.69
2021,85544,49413.0,12.69,N/A,376467.5
2022,85544,53393.0,9.97,N/A,464523.98
2023,85544,54979.0,4.82,N/A,458198.85
2018,85545,30714.0,15.12,N/A,N/A
2019,85545,24034.0,15.45,N/A,N/A
2020,85545,22234.0,14.69,N/A,N/A
2021,85545,38423.0,12.69,N/A,N/A
2022,85545,44313.0,9.97,N/A,N/A
2023,85545,49688.0,4.82,N/A,241931.02
2018,85546,52013.0,41.42,N/A,161060.21
2019,85546,50865.0,50.25,N/A,176169.43
2020,85546,52598.0,40.86,N/A,196710.96
2021,85546,54551.0,25.45,N/A,223211.8
2022,85546,61627.0,25.15,N/A,246810.53
2023,85546,61930.0,2.0,N/A,255633.23
2018,85547,N/A,54.71,N/A,N/A
2019,85547,N/A,46.26,N/A,N/A
2020,85547,N/A,52.57,N/A,N/A
2021,85547,N/A,47.69,N/A,N/A
2022,85547,N/A,40.4,N/A,N/A
2023,85547,N/A,34.65,N/A,N/A
2018,85548,N/A,41.42,N/A,N/A
2019,85548,N/A,50.25,N/A,N/A
2020,85548,N/A,40.86,N/A,N/A
2021,85548,N/A,25.45,N/A,N/A
2022,85548,N/A,25.15,N/A,N/A
2023,85548,N/A,2.0,N/A,N/A
2018,85550,31310.0,15.12,N/A,N/A
2019,85550,33051.0,15.45,N/A,N/A
2020,85550,34881.0,14.69,N/A,N/A
2021,85550,38457.0,12.69,N/A,N/A
2022,85550,41563.0,9.97,N/A,N/A
2023,85550,50181.0,4.82,N/A,N/A
2018,85551,61818.0,4.26,N/A,N/A
2019,85551,70662.0,5.2,N/A,N/A
2020,85551,64919.0,4.18,N/A,N/A
2021,85551,68207.0,2.62,N/A,N/A
2022,85551,70938.0,2.81,N/A,N/A
2023,85551,75385.0,2.0,N/A,N/A
2018,85552,54429.0,19.36,N/A,204222.65
2019,85552,59650.0,30.17,N/A,219959.81
2020,85552,63880.0,4.18,N/A,243513.79
2021,85552,66425.0,10.93,N/A,276865.26
2022,85552,72561.0,10.79,N/A,306378.87
2023,85552,80658.0,9.1,N/A,310394.88
2018,85553,29000.0,15.12,N/A,N/A
2019,85553,40373.0,15.45,N/A,N/A
2020,85553,42377.0,14.69,N/A,N/A
2021,85553,32125.0,12.69,N/A,N/A
2022,85553,48050.0,9.97,N/A,N/A
2023,85553,49630.0,4.82,N/A,346359.44
2018,85554,38021.0,15.12,N/A,227545.18
2019,85554,32375.0,15.45,N/A,263955.98
2020,85554,29952.0,14.69,N/A,286011.53
2021,85554,28750.0,12.69,N/A,347910.33
2022,85554,47000.0,9.97,N/A,394615.18
2023,85554,31324.0,4.82,N/A,374014.24
2018,85601,33289.0,10.46,N/A,N/A
2019,85601,30977.0,8.86,N/A,N/A
2020,85601,29250.0,9.94,N/A,N/A
2021,85601,29598.0,10.0,N/A,N/A
2022,85601,31636.0,10.74,N/A,N/A
2023,85601,31791.0,10.58,N/A,N/A
2018,85602,37714.0,22.15,N/A,154991.06
2019,85602,40154.0,19.45,N/A,169417.95
2020,85602,50838.0,19.93,N/A,185273.73
2021,85602,53084.0,21.99,N/A,211642.77
2022,85602,54577.0,23.09,N/A,243571.87
2023,85602,53725.0,22.12,N/A,243919.75
2018,85603,33964.0,5.75,N/A,126961.02
2019,85603,35268.0,5.48,N/A,146612.33
2020,85603,38944.0,5.38,N/A,165710.82
2021,85603,40409.0,40.29,N/A,186498.85
2022,85603,43149.0,23.3,N/A,213938.48
2023,85603,46509.0,25.01,N/A,220871.33
2018,85605,26525.0,5.75,N/A,N/A
2019,85605,27011.0,5.48,N/A,N/A
2020,85605,40551.0,4.61,N/A,N/A
2021,85605,37000.0,5.6,N/A,N/A
2022,85605,46211.0,6.22,N/A,N/A
2023,85605,48347.0,6.07,N/A,N/A
2018,85606,43846.0,5.75,N/A,151343.4
2019,85606,41429.0,5.48,N/A,161090.86
2020,85606,51523.0,4.61,N/A,181175.63
2021,85606,51953.0,5.6,N/A,213638.5
2022,85606,60972.0,6.22,N/A,240397.25
2023,85606,60938.0,6.07,N/A,237671.88
2018,85607,35735.0,5.75,N/A,122657.93
2019,85607,36218.0,49.07,N/A,134833.92
2020,85607,38164.0,34.82,N/A,146832.18
2021,85607,39600.0,32.31,N/A,160656.96
2022,85607,41369.0,25.12,N/A,178452.85
2023,85607,40576.0,27.42,N/A,175604.47
2018,85608,N/A,5.75,N/A,N/A
2019,85608,N/A,49.07,N/A,N/A
2020,85608,N/A,34.82,N/A,N/A
2021,85608,N/A,32.31,N/A,N/A
2022,85608,N/A,25.12,N/A,N/A
2023,85608,N/A,27.42,N/A,N/A
2018,85609,108281.0,5.75,N/A,N/A
2019,85609,131616.0,5.48,N/A,N/A
2020,85609,N/A,4.61,N/A,N/A
2021,85609,N/A,5.6,N/A,N/A
2022,85609,N/A,6.22,N/A,N/A
2023,85609,N/A,6.07,N/A,N/A
2018,85610,40000.0,5.75,N/A,137661.67
2019,85610,41422.0,5.48,N/A,160121.94
2020,85610,45000.0,4.61,N/A,180113.72
2021,85610,47344.0,5.6,N/A,203407.06
2022,85610,32083.0,6.22,N/A,217940.51
2023,85610,35313.0,6.07,N/A,209912.88
2018,85611,53750.0,19.43,N/A,298914.44
2019,85611,64773.0,16.88,N/A,320383.72
2020,85611,61964.0,16.86,N/A,351988.31
2021,85611,54844.0,19.47,N/A,422406.22
2022,85611,57679.0,20.91,N/A,474831.76
2023,85611,64545.0,21.63,N/A,481739.02
2018,85613,64715.0,43.23,N/A,N/A
2019,85613,73125.0,59.12,N/A,N/A
2020,85613,83167.0,44.34,N/A,N/A
2021,85613,88135.0,46.53,N/A,N/A
2022,85613,92885.0,54.39,N/A,N/A
2023,85613,86744.0,46.4,N/A,N/A
2018,85614,51083.0,10.46,5,175673.04
2019,85614,51449.0,8.86,10,194980.63
2020,85614,52594.0,9.94,1,216480.04
2021,85614,55047.0,10.0,1,255228.36
2022,85614,59850.0,10.74,N/A,300010.91
2023,85614,62599.0,10.58,N/A,304142.88
2018,85615,65300.0,5.75,N/A,242714.41
2019,85615,71473.0,5.48,N/A,265362.27
2020,85615,77731.0,4.61,N/A,290922.76
2021,85615,79066.0,5.6,N/A,331136.12
2022,85615,79583.0,6.22,N/A,373555.41
2023,85615,76196.0,6.07,N/A,369125.47
2018,85616,41320.0,6.19,N/A,138242.43
2019,85616,45093.0,28.08,N/A,154907.27
2020,85616,45654.0,14.33,N/A,168736.47
2021,85616,49981.0,23.14,N/A,185520.16
2022,85616,48810.0,24.99,N/A,215245.09
2023,85616,50515.0,16.57,N/A,219784.91
2018,85617,29244.0,5.75,N/A,158420.55
2019,85617,30217.0,5.48,N/A,176473.62
2020,85617,34028.0,4.61,N/A,198343.09
2021,85617,37679.0,5.6,N/A,219319.69
2022,85617,41667.0,6.22,N/A,229508.93
2023,85617,47837.0,6.07,N/A,216370.63
2018,85618,37266.0,5.94,N/A,N/A
2019,85618,37331.0,15.99,N/A,N/A
2020,85618,38589.0,29.59,N/A,N/A
2021,85618,44034.0,28.53,N/A,N/A
2022,85618,45313.0,55.44,N/A,N/A
2023,85618,48814.0,31.11,N/A,N/A
2018,85619,N/A,10.46,N/A,396578.79
2019,85619,35278.0,8.86,N/A,372618.64
2020,85619,35313.0,9.94,N/A,369737.01
2021,85619,N/A,10.0,N/A,444093.68
2022,85619,N/A,10.74,N/A,495261.97
2023,85619,N/A,10.58,N/A,499036.52
2018,85620,26802.0,5.75,N/A,N/A
2019,85620,37563.0,5.48,N/A,N/A
2020,85620,38403.0,4.61,N/A,N/A
2021,85620,37778.0,5.6,N/A,N/A
2022,85620,45114.0,6.22,N/A,N/A
2023,85620,51161.0,6.07,N/A,N/A
2018,85621,29343.0,40.42,N/A,125314.42
2019,85621,30196.0,38.0,N/A,136770.79
2020,85621,29333.0,35.06,N/A,151375.13
2021,85621,32613.0,37.27,N/A,178730.54
2022,85621,37004.0,48.49,N/A,201711.85
2023,85621,41309.0,54.6,N/A,205760.15
2018,85622,59280.0,10.46,N/A,217389.1
2019,85622,61774.0,8.86,N/A,237748.66
2020,85622,62210.0,9.94,N/A,261211.73
2021,85622,68580.0,10.0,N/A,304603.78
2022,85622,72023.0,10.74,N/A,353348.37
2023,85622,72424.0,10.58,N/A,357594.5
2018,85623,53250.0,5.94,N/A,330087.98
2019,85623,60753.0,5.11,N/A,358729.42
2020,85623,55942.0,5.38,N/A,383319.22
2021,85623,58965.0,6.39,N/A,457544.95
2022,85623,65395.0,6.13,N/A,532910.96
2023,85623,68219.0,5.47,N/A,525631.36
2018,85624,38702.0,3.22,N/A,235903.2
2019,85624,39013.0,2.54,N/A,251408.46
2020,85624,38720.0,2.31,N/A,281378.32
2021,85624,36938.0,3.87,N/A,334782.4
2022,85624,42895.0,3.95,N/A,384336.94
2023,85624,41417.0,4.98,N/A,395517.31
