year,zip,median_income,crime_rate_per_1000,business_count,avg_house_price
2021,85933,41369.0,3.58,N/A,314485.16
2022,85933,40028.0,4.54,N/A,377954.42
2023,85933,60149.0,4.25,N/A,369670.73
2018,85934,56250.0,4.61,N/A,N/A
2019,85934,35263.0,4.26,N/A,N/A
2020,85934,N/A,3.38,N/A,N/A
2021,85934,N/A,3.58,N/A,N/A
2022,85934,N/A,4.54,N/A,N/A
2023,85934,54201.0,4.25,N/A,N/A
2018,85935,62325.0,44.12,N/A,272613.81
2019,85935,60909.0,55.29,N/A,289230.38
2020,85935,57312.0,51.69,N/A,317380.77
2021,85935,66025.0,62.84,N/A,420141.95
2022,85935,73554.0,47.69,N/A,513473.92
2023,85935,64934.0,58.11,N/A,507659.83
2018,85936,58370.0,28.86,N/A,150241.34
2019,85936,48182.0,31.3,N/A,151907.1
2020,85936,61486.0,22.22,N/A,160311.26
2021,85936,64531.0,29.24,N/A,194353.72
2022,85936,84141.0,31.77,N/A,223451.99
2023,85936,127227.0,31.6,N/A,233909.5
2018,85937,40634.0,32.4,N/A,189443.16
2019,85937,44954.0,27.96,N/A,209765.74
2020,85937,48869.0,25.79,N/A,233738.62
2021,85937,52967.0,22.85,N/A,289985.26
2022,85937,60942.0,31.94,N/A,335903.15
2023,85937,64475.0,30.48,N/A,331090.08
2018,85938,54479.0,5.22,N/A,143761.77
2019,85938,58073.0,4.26,N/A,149244.61
2020,85938,47469.0,1.93,N/A,152985.84
2021,85938,47577.0,6.99,N/A,195745.82
2022,85938,48700.0,6.83,N/A,229051.28
2023,85938,54167.0,4.43,N/A,239035.64
2018,85939,43966.0,32.4,N/A,202288.2
2019,85939,44400.0,27.96,N/A,222772.32
2020,85939,57188.0,25.79,N/A,246603.19
2021,85939,78248.0,22.85,N/A,308317.82
2022,85939,76925.0,31.94,N/A,356303.73
2023,85939,81918.0,30.48,N/A,355958.46
2018,85940,59441.0,2.28,N/A,210979.25
2019,85940,58710.0,2.69,N/A,216676.79
2020,85940,57823.0,0.81,N/A,231752.71
2021,85940,56625.0,3.49,N/A,296336.34
2022,85940,61971.0,3.7,N/A,363606.54
2023,85940,63582.0,3.15,N/A,382907.76
2018,85941,29571.0,4.61,N/A,N/A
2019,85941,31045.0,4.26,N/A,N/A
2020,85941,37188.0,3.38,N/A,N/A
2021,85941,38054.0,3.58,N/A,N/A
2022,85941,39411.0,4.54,N/A,N/A
2023,85941,41554.0,4.25,N/A,N/A
2018,85942,N/A,32.4,N/A,N/A
2019,85942,N/A,27.96,N/A,N/A
2020,85942,N/A,25.79,N/A,N/A
2021,85942,N/A,22.85,N/A,N/A
2022,85942,N/A,31.94,N/A,N/A
2023,85942,N/A,30.48,N/A,N/A
2018,86001,57867.0,70.38,N/A,376570.48
2019,86001,59536.0,70.78,N/A,395280.59
2020,86001,60287.0,66.51,N/A,423991.56
2021,86001,56561.0,52.03,N/A,512056.97
2022,86001,60774.0,59.12,N/A,622108.42
2023,86001,62587.0,51.5,N/A,616237.71
2018,86002,N/A,70.38,N/A,N/A
2019,86002,N/A,70.78,N/A,N/A
2020,86002,N/A,66.51,N/A,N/A
2021,86002,N/A,52.03,N/A,N/A
2022,86002,N/A,59.12,N/A,N/A
2023,86002,N/A,51.5,N/A,N/A
2018,86003,N/A,70.38,N/A,N/A
2019,86003,16406.0,70.78,N/A,N/A
2020,86003,16875.0,66.51,N/A,N/A
2021,86003,N/A,52.03,N/A,N/A
2022,86003,19375.0,59.12,N/A,N/A
2023,86003,N/A,51.5,N/A,N/A
2018,86004,67345.0,70.38,N/A,348100.64
2019,86004,69500.0,70.78,N/A,360419.52
2020,86004,67650.0,66.51,N/A,386814.48
2021,86004,72296.0,52.03,N/A,469094.25
2022,86004,73765.0,59.12,N/A,562946.05
2023,86004,77486.0,51.5,N/A,565068.78
2018,86005,N/A,70.38,N/A,395874.76
2019,86005,N/A,70.78,N/A,412210.01
2020,86005,N/A,66.51,N/A,440278.21
2021,86005,72799.0,52.03,N/A,549545.05
2022,86005,73086.0,59.12,N/A,687836.43
2023,86005,81250.0,51.5,N/A,684248.06
2018,86011,10357.0,70.38,N/A,N/A
2019,86011,N/A,70.78,N/A,N/A
2020,86011,15938.0,66.51,N/A,N/A
2021,86011,16250.0,52.03,N/A,N/A
2022,86011,19286.0,59.12,N/A,N/A
2023,86011,N/A,51.5,N/A,N/A
2018,86015,56023.0,4.53,N/A,314615.87
2019,86015,N/A,4.54,N/A,329144.88
2020,86015,N/A,4.02,N/A,350603.59
2021,86015,103351.0,3.84,N/A,431835.91
2022,86015,111389.0,4.73,N/A,519920.44
2023,86015,116532.0,4.56,N/A,517453.46
2018,86016,16250.0,4.53,N/A,N/A
2019,86016,N/A,4.54,N/A,N/A
2020,86016,N/A,4.02,N/A,N/A
2021,86016,N/A,3.84,N/A,N/A
2022,86016,N/A,4.73,N/A,N/A
2023,86016,N/A,4.56,N/A,N/A
2018,86017,67637.0,4.53,N/A,301907.42
2019,86017,64761.0,4.54,N/A,325837.54
2020,86017,69844.0,4.02,N/A,352634.33
2021,86017,74575.0,3.84,N/A,464548.99
2022,86017,80152.0,4.73,N/A,579230.99
2023,86017,N/A,4.56,N/A,577264.63
2018,86018,71324.0,4.53,N/A,312893.49
2019,86018,72569.0,4.54,N/A,337412.2
2020,86018,67813.0,4.02,N/A,360659.89
2021,86018,85568.0,3.84,N/A,443598.5
2022,86018,93021.0,4.73,N/A,534609.03
2023,86018,86146.0,4.56,N/A,544265.47
2018,86020,33750.0,4.53,N/A,N/A
2019,86020,33958.0,4.54,N/A,N/A
2020,86020,31500.0,4.02,N/A,N/A
2021,86020,32981.0,3.84,N/A,N/A
2022,86020,33385.0,4.73,N/A,N/A
2023,86020,36310.0,4.56,N/A,N/A
2018,86021,46075.0,13.1,N/A,N/A
2019,86021,58804.0,12.45,N/A,N/A
2020,86021,54792.0,10.9,N/A,N/A
2021,86021,56486.0,13.17,N/A,N/A
2022,86021,62279.0,12.95,N/A,N/A
2023,86021,75781.0,11.27,N/A,300287.73
2018,86022,37284.0,4.53,N/A,192781.0
2019,86022,40303.0,4.54,N/A,216945.41
2020,86022,42386.0,4.02,N/A,237125.8
2021,86022,44048.0,3.84,N/A,279141.26
2022,86022,51641.0,4.73,N/A,321145.89
2023,86022,58571.0,4.56,N/A,302736.73
2018,86023,66343.0,4.53,N/A,N/A
2019,86023,67521.0,4.54,N/A,N/A
2020,86023,54141.0,4.02,N/A,N/A
2021,86023,85625.0,3.84,N/A,N/A
2022,86023,73194.0,4.73,N/A,N/A
2023,86023,69728.0,4.56,N/A,N/A
2018,86024,80132.0,4.53,N/A,254241.67
2019,86024,80781.0,4.54,N/A,275122.55
2020,86024,79643.0,4.02,N/A,297185.57
2021,86024,78594.0,3.84,N/A,378028.86
2022,86024,84167.0,4.73,N/A,469726.01
2023,86024,78933.0,4.56,N/A,478996.05
2018,86025,45425.0,57.63,N/A,125552.68
2019,86025,46679.0,90.01,N/A,142219.27
2020,86025,46391.0,3.38,N/A,154203.95
2021,86025,50057.0,3.58,N/A,184524.2
2022,86025,59068.0,71.65,N/A,207777.41
2023,86025,64167.0,67.55,N/A,200099.39
2018,86028,N/A,55.3,N/A,N/A
2019,86028,N/A,88.44,N/A,N/A
2020,86028,N/A,0.81,N/A,N/A
2021,86028,N/A,3.49,N/A,N/A
2022,86028,N/A,70.81,N/A,N/A
2023,86028,N/A,66.45,N/A,N/A
2018,86029,15549.0,57.63,N/A,N/A
2019,86029,N/A,90.01,N/A,N/A
2020,86029,N/A,3.38,N/A,N/A
2021,86029,N/A,3.58,N/A,N/A
2022,86029,N/A,71.65,N/A,N/A
2023,86029,N/A,67.55,N/A,N/A
2018,86030,43482.0,4.61,N/A,N/A
2019,86030,37500.0,4.26,N/A,N/A
2020,86030,31813.0,3.38,N/A,N/A
2021,86030,30523.0,3.58,N/A,N/A
2022,86030,32321.0,4.54,N/A,N/A
2023,86030,22702.0,4.25,N/A,N/A
2018,86031,17679.0,57.63,N/A,N/A
2019,86031,18889.0,90.01,N/A,N/A
2020,86031,17109.0,3.38,N/A,N/A
2021,86031,25089.0,3.58,N/A,N/A
2022,86031,27650.0,71.65,N/A,N/A
2023,86031,30699.0,67.55,N/A,N/A
2018,86032,60129.0,4.61,N/A,N/A
2019,86032,64926.0,4.26,N/A,N/A
2020,86032,65110.0,3.38,N/A,N/A
2021,86032,68026.0,3.58,N/A,N/A
2022,86032,69911.0,4.54,N/A,N/A
2023,86032,75786.0,4.25,N/A,N/A
2018,86033,23864.0,36.83,N/A,N/A
2019,86033,25546.0,36.27,N/A,N/A
2020,86033,26451.0,35.26,N/A,N/A
2021,86033,27782.0,36.76,N/A,N/A
2022,86033,34846.0,36.72,N/A,N/A
2023,86033,47973.0,36.73,N/A,N/A
2018,86034,16803.0,4.61,N/A,N/A
2019,86034,17228.0,4.26,N/A,N/A
2020,86034,18289.0,3.38,N/A,N/A
2021,86034,26339.0,3.58,N/A,N/A
2022,86034,30714.0,4.54,N/A,N/A
2023,86034,33589.0,4.25,N/A,N/A
2018,86035,41667.0,4.53,N/A,N/A
2019,86035,41417.0,4.54,N/A,N/A
2020,86035,44000.0,4.02,N/A,N/A
2021,86035,47833.0,3.84,N/A,N/A
2022,86035,46563.0,4.73,N/A,N/A
2023,86035,51765.0,4.56,N/A,N/A
2018,86036,47188.0,4.53,N/A,N/A
2019,86036,48304.0,4.54,N/A,N/A
2020,86036,54306.0,4.02,N/A,N/A
2021,86036,N/A,3.84,N/A,N/A
2022,86036,N/A,4.73,N/A,N/A
2023,86036,43750.0,4.56,N/A,N/A
2018,86038,N/A,4.53,N/A,209122.64
2019,86038,N/A,4.54,N/A,228963.58
2020,86038,N/A,4.02,N/A,248919.05
2021,86038,86042.0,3.84,N/A,300233.75
2022,86038,N/A,4.73,N/A,353290.61
2023,86038,43939.0,4.56,N/A,371997.52
2018,86039,30096.0,4.61,N/A,N/A
2019,86039,31705.0,4.26,N/A,N/A
2020,86039,31699.0,3.38,N/A,N/A
2021,86039,36719.0,3.58,N/A,N/A
2022,86039,35938.0,4.54,N/A,N/A
2023,86039,35855.0,4.25,N/A,N/A
2018,86040,57377.0,96.88,N/A,246847.01
2019,86040,64066.0,125.11,N/A,260773.69
2020,86040,62658.0,81.5,N/A,278772.71
2021,86040,54252.0,72.15,N/A,331065.51
2022,86040,77777.0,90.85,N/A,381930.91
2023,86040,82544.0,94.76,N/A,369128.25
2018,86042,27024.0,36.83,N/A,N/A
2019,86042,39716.0,36.27,N/A,N/A
2020,86042,61375.0,35.26,N/A,N/A
2021,86042,67130.0,36.76,N/A,N/A
2022,86042,63199.0,36.72,N/A,N/A
2023,86042,64107.0,36.73,N/A,N/A
2018,86043,37763.0,36.83,N/A,N/A
2019,86043,36181.0,36.27,N/A,N/A
2020,86043,40665.0,35.26,N/A,N/A
2021,86043,42604.0,36.76,N/A,N/A
2022,86043,40655.0,36.72,N/A,N/A
2023,86043,37875.0,36.73,N/A,N/A
2018,86044,18723.0,4.53,N/A,N/A
2019,86044,17885.0,4.54,N/A,N/A
2020,86044,19016.0,4.02,N/A,N/A
2021,86044,19762.0,3.84,N/A,N/A
2022,86044,22935.0,4.73,N/A,N/A
2023,86044,28190.0,4.56,N/A,N/A
2018,86045,44766.0,36.75,N/A,N/A
2019,86045,44209.0,36.55,N/A,N/A
2020,86045,46723.0,35.9,N/A,N/A
2021,86045,50599.0,37.02,N/A,N/A
2022,86045,57850.0,36.91,N/A,N/A
2023,86045,49559.0,37.04,N/A,N/A
2018,86046,52426.0,56.87,N/A,241110.77
2019,86046,53797.0,37.6,N/A,262757.24
2020,86046,56341.0,44.22,N/A,283915.91
2021,86046,58199.0,61.35,N/A,347660.79
2022,86046,63734.0,66.1,N/A,415843.0
2023,86046,74583.0,50.33,N/A,418332.79
2018,86047,37943.0,70.78,N/A,117294.14
2019,86047,37880.0,83.08,N/A,133511.67
2020,86047,42875.0,67.34,N/A,145824.36
2021,86047,41735.0,49.81,N/A,176358.11
2022,86047,45842.0,48.71,N/A,198668.86
2023,86047,50062.0,59.98,N/A,202265.67
2018,86052,N/A,4.53,N/A,N/A
2019,86052,N/A,4.54,N/A,N/A
2020,86052,N/A,4.02,N/A,N/A
2021,86052,N/A,3.84,N/A,N/A
2022,86052,N/A,4.73,N/A,N/A
2023,86052,N/A,4.56,N/A,N/A
2018,86053,42222.0,4.53,N/A,N/A
2019,86053,42059.0,4.54,N/A,N/A
2020,86053,51103.0,4.02,N/A,N/A
2021,86053,47955.0,3.84,N/A,N/A
2022,86053,42802.0,4.73,N/A,N/A
2023,86053,42134.0,4.56,N/A,N/A
2018,86054,28500.0,4.61,N/A,N/A
2019,86054,28600.0,4.26,N/A,N/A
2020,86054,26071.0,3.38,N/A,N/A
2021,86054,26250.0,3.58,N/A,N/A
2022,86054,26550.0,4.54,N/A,N/A
2023,86054,24844.0,4.25,N/A,N/A
2018,86301,51665.0,46.66,N/A,332400.73
2019,86301,53190.0,42.0,N/A,352541.13
2020,86301,57432.0,40.4,N/A,373980.45
2021,86301,60907.0,42.19,N/A,450376.43
2022,86301,70617.0,42.24,N/A,528608.48
2023,86301,71962.0,40.09,N/A,522494.74
2018,86302,N/A,46.66,N/A,N/A
2019,86302,N/A,42.0,N/A,N/A
2020,86302,N/A,40.4,N/A,N/A
2021,86302,N/A,42.19,N/A,N/A
2022,86302,N/A,42.24,N/A,N/A
2023,86302,N/A,40.09,N/A,N/A
2018,86303,55334.0,46.66,N/A,356819.54
2019,86303,56085.0,42.0,N/A,380142.79
2020,86303,58435.0,40.4,N/A,406256.09
2021,86303,60037.0,42.19,N/A,491168.55
2022,86303,61811.0,42.24,N/A,579583.46
2023,86303,68656.0,40.09,N/A,574585.47
2018,86304,N/A,46.66,N/A,N/A
2019,86304,N/A,42.0,N/A,N/A
2020,86304,N/A,40.4,N/A,N/A
2021,86304,N/A,42.19,N/A,N/A
2022,86304,N/A,42.24,N/A,N/A
2023,86304,N/A,40.09,N/A,N/A
2018,86305,62431.0,46.66,N/A,437475.55
2019,86305,70048.0,42.0,N/A,467693.03
2020,86305,67420.0,40.4,N/A,501117.75
2021,86305,69609.0,42.19,N/A,604990.22
2022,86305,82792.0,42.24,N/A,713710.1
2023,86305,78802.0,40.09,N/A,697587.81
2018,86312,N/A,75.0,N/A,N/A
2019,86312,N/A,63.85,N/A,N/A
2020,86312,N/A,59.36,N/A,N/A
2021,86312,N/A,65.98,N/A,N/A
2022,86312,N/A,64.79,N/A,N/A
2023,86312,N/A,63.59,N/A,N/A
2018,86313,N/A,46.66,N/A,N/A
2019,86313,N/A,42.0,N/A,N/A
2020,86313,N/A,40.4,N/A,N/A
2021,86313,N/A,42.19,N/A,N/A
2022,86313,N/A,42.24,N/A,N/A
2023,86313,N/A,40.09,N/A,N/A
2018,86314,47568.0,75.0,N/A,261835.67
2019,86314,50783.0,63.85,N/A,282352.93
2020,86314,51141.0,59.36,N/A,302958.35
2021,86314,57038.0,65.98,N/A,370921.21
2022,86314,63660.0,64.79,N/A,434327.22
2023,86314,67263.0,63.59,N/A,419233.28
2018,86315,52180.0,75.0,N/A,363818.6
2019,86315,58940.0,63.85,N/A,391226.95
2020,86315,61262.0,59.36,N/A,417241.6
2021,86315,64525.0,65.98,N/A,499796.72
2022,86315,79477.0,64.79,N/A,593965.68
2023,86315,96236.0,63.59,N/A,584385.68
2018,86320,28220.0,6.3,N/A,138531.17
2019,86320,38571.0,5.47,N/A,161956.87
2020,86320,37596.0,5.86,N/A,180522.5
2021,86320,37847.0,6.91,N/A,213489.31
2022,86320,50600.0,6.94,N/A,242065.1
2023,86320,43553.0,6.31,N/A,216172.26
2018,86321,81837.0,6.3,N/A,N/A
2019,86321,62019.0,5.47,N/A,N/A
2020,86321,64875.0,5.86,N/A,N/A
2021,86321,75063.0,6.91,N/A,N/A
2022,86321,69261.0,6.94,N/A,N/A
2023,86321,85446.0,6.31,N/A,N/A
2018,86322,41993.0,6.3,N/A,248945.97
2019,86322,43121.0,5.47,N/A,278304.23
2020,86322,43543.0,5.86,N/A,304420.43
2021,86322,46886.0,6.91,N/A,367927.74
2022,86322,49958.0,6.94,N/A,423625.09
2023,86322,59018.0,6.31,N/A,409263.31
2018,86323,48986.0,29.67,N/A,284850.99
2019,86323,52152.0,24.42,N/A,313197.4
2020,86323,48230.0,21.44,N/A,338509.86
2021,86323,48086.0,18.81,N/A,409969.04
2022,86323,57578.0,18.36,N/A,483321.68
2023,86323,62815.0,18.57,N/A,474663.69
2018,86324,49115.0,22.25,N/A,272159.16
2019,86324,49383.0,19.53,N/A,292554.52
2020,86324,29343.0,17.32,N/A,311454.0
2021,86324,38902.0,20.7,N/A,373038.99
2022,86324,40483.0,21.07,N/A,439808.07
2023,86324,32637.0,19.67,N/A,442800.13
2018,86325,53315.0,6.3,N/A,317351.08
2019,86325,61938.0,5.47,N/A,342111.64
2020,86325,63679.0,5.86,N/A,371450.3
2021,86325,66346.0,6.91,N/A,445929.9
2022,86325,70812.0,6.94,N/A,518424.71
2023,86325,75078.0,6.31,N/A,507532.83
2018,86326,43337.0,1146.08,N/A,227156.68
2019,86326,46674.0,2797.74,N/A,247996.69
2020,86326,44716.0,2600.14,N/A,267035.19
2021,86326,46069.0,2015.84,N/A,324039.66
2022,86326,51637.0,2633.51,N/A,383281.78
2023,86326,58250.0,2899.75,N/A,379430.27
2018,86327,51318.0,6.3,N/A,278614.52
2019,86327,55344.0,5.47,N/A,302686.92
2020,86327,57308.0,5.86,N/A,321951.0
2021,86327,59602.0,6.91,N/A,390116.83
2022,86327,64884.0,6.94,N/A,456004.8
2023,86327,70375.0,6.31,N/A,444015.8
2018,86329,64744.0,6.3,N/A,N/A
2019,86329,65656.0,5.47,N/A,N/A
2020,86329,47863.0,5.86,N/A,N/A
2021,86329,41339.0,6.91,N/A,N/A
2022,86329,43583.0,6.94,N/A,N/A
2023,86329,49615.0,6.31,N/A,N/A
2018,86331,43523.0,37.76,N/A,N/A
2019,86331,52083.0,51.89,N/A,N/A
2020,86331,44904.0,41.9,N/A,N/A
2021,86331,39896.0,40.61,N/A,N/A
2022,86331,35208.0,48.24,N/A,N/A
2023,86331,37031.0,61.03,N/A,N/A
2018,86332,38693.0,6.3,N/A,226312.8
2019,86332,38984.0,5.47,N/A,249910.8
2020,86332,31579.0,5.86,N/A,272070.04
2021,86332,38500.0,6.91,N/A,326258.76
2022,86332,42852.0,6.94,N/A,379222.1
2023,86332,46420.0,6.31,N/A,357958.31
2018,86333,45000.0,6.3,N/A,185917.14
2019,86333,38700.0,5.47,N/A,202340.92
2020,86333,43500.0,5.86,N/A,220100.62
2021,86333,44715.0,6.91,N/A,270962.53
2022,86333,52657.0,6.94,N/A,318162.55
2023,86333,54385.0,6.31,N/A,304836.54
2018,86334,42500.0,6.3,N/A,242683.95
2019,86334,41445.0,5.47,N/A,267493.64
2020,86334,50300.0,5.86,N/A,292330.04
2021,86334,53897.0,6.91,N/A,358167.44
2022,86334,65333.0,6.94,N/A,416488.37
2023,86334,69247.0,6.31,N/A,396718.92
2018,86335,41134.0,6.3,N/A,198835.83
2019,86335,40489.0,5.47,N/A,222445.71
2020,86335,42762.0,5.86,N/A,244428.96
2021,86335,44142.0,6.91,N/A,299193.28
2022,86335,57683.0,6.94,N/A,351996.63
2023,86335,54540.0,6.31,N/A,344434.08
2018,86336,59212.0,35.64,N/A,508971.21
2019,86336,60386.0,31.83,N/A,555750.39
2020,86336,54714.0,34.91,N/A,603084.85
2021,86336,56737.0,33.39,N/A,765837.3
2022,86336,61776.0,41.76,N/A,976798.39
2023,86336,65000.0,32.78,N/A,955045.59
2018,86337,30580.0,6.3,N/A,108481.59
2019,86337,34722.0,5.47,N/A,122076.78
2020,86337,34779.0,5.86,N/A,138758.11
2021,86337,31716.0,6.91,N/A,165390.98
2022,86337,41938.0,6.94,N/A,178681.92
2023,86337,48534.0,6.31,N/A,159812.99
2018,86338,49896.0,6.3,N/A,N/A
2019,86338,57500.0,5.47,N/A,N/A
2020,86338,58500.0,5.86,N/A,N/A
2021,86338,54931.0,6.91,N/A,N/A
2022,86338,58000.0,6.94,N/A,N/A
2023,86338,58125.0,6.31,N/A,N/A
2018,86339,N/A,29.34,N/A,N/A
2019,86339,N/A,26.36,N/A,N/A
2020,86339,N/A,29.05,N/A,N/A
2021,86339,N/A,26.48,N/A,N/A
2022,86339,N/A,34.82,N/A,N/A
2023,86339,N/A,26.47,N/A,N/A
2018,86340,N/A,31.11,N/A,N/A
2019,86340,N/A,27.29,N/A,N/A
2020,86340,N/A,30.89,N/A,N/A
2021,86340,N/A,29.55,N/A,N/A
2022,86340,N/A,37.03,N/A,N/A
2023,86340,N/A,28.22,N/A,N/A
2018,86341,N/A,31.11,N/A,N/A
2019,86341,N/A,27.29,N/A,N/A
2020,86341,N/A,30.89,N/A,N/A
2021,86341,N/A,29.55,N/A,N/A
2022,86341,N/A,37.03,N/A,N/A
2023,86341,N/A,28.22,N/A,N/A
2018,86342,N/A,6.3,N/A,N/A
2019,86342,N/A,5.47,N/A,N/A
2020,86342,N/A,5.86,N/A,N/A
2021,86342,N/A,6.91,N/A,N/A
2022,86342,N/A,6.94,N/A,N/A
2023,86342,N/A,6.31,N/A,N/A
2018,86343,N/A,6.3,N/A,184757.72
2019,86343,N/A,5.47,N/A,199210.32
2020,86343,N/A,5.86,N/A,216024.75
2021,86343,110563.0,6.91,N/A,251582.46
2022,86343,120438.0,6.94,N/A,284494.87
2023,86343,N/A,6.31,N/A,279954.95
2018,86351,56693.0,31.11,N/A,443114.14
2019,86351,59836.0,27.29,N/A,476782.44
2020,86351,67659.0,30.89,N/A,513894.2
2021,86351,70341.0,29.55,N/A,634263.6
2022,86351,74750.0,37.03,N/A,782110.62
2023,86351,80304.0,28.22,N/A,779332.74
2018,86401,46957.0,63.89,N/A,168992.73
2019,86401,51711.0,68.06,N/A,185058.97
2020,86401,53679.0,57.42,N/A,202672.95
2021,86401,53744.0,56.21,N/A,246506.05
2022,86401,56752.0,62.08,N/A,289767.08
2023,86401,64087.0,56.36,N/A,281067.88
2018,86402,N/A,63.89,N/A,N/A
2019,86402,N/A,68.06,N/A,N/A
2020,86402,N/A,57.42,N/A,N/A
2021,86402,N/A,56.21,N/A,N/A
2022,86402,N/A,62.08,N/A,N/A
2023,86402,N/A,56.36,N/A,N/A
2018,86403,43932.0,43.37,N/A,230354.72
2019,86403,50981.0,40.07,N/A,254727.24
2020,86403,47500.0,38.89,N/A,276529.16
2021,86403,48369.0,43.2,N/A,353416.65
2022,86403,57843.0,43.48,N/A,417628.48
2023,86403,57531.0,41.19,N/A,399288.2
2018,86404,51472.0,43.37,N/A,300762.02
2019,86404,52669.0,40.07,N/A,328125.47
2020,86404,58065.0,38.89,N/A,354297.08
2021,86404,63423.0,43.2,N/A,452275.37
2022,86404,63125.0,43.48,N/A,533096.77
2023,86404,67528.0,41.19,N/A,511993.78
2018,86405,N/A,43.37,N/A,N/A
2019,86405,N/A,40.07,N/A,N/A
2020,86405,N/A,38.89,N/A,N/A
2021,86405,N/A,43.2,N/A,N/A
2022,86405,N/A,43.48,N/A,N/A
2023,86405,N/A,41.19,N/A,N/A
2018,86406,54358.0,43.37,N/A,292110.48
2019,86406,56203.0,40.07,N/A,319403.43
2020,86406,61206.0,38.89,N/A,344028.42
2021,86406,66298.0,43.2,N/A,441995.94
2022,86406,70833.0,43.48,N/A,517893.73
2023,86406,74171.0,41.19,N/A,493858.41
2018,86409,38532.0,63.89,N/A,150954.4
2019,86409,39756.0,68.06,N/A,164778.78
2020,86409,41446.0,57.42,N/A,182712.32
2021,86409,44387.0,56.21,N/A,222367.96
2022,86409,47171.0,62.08,N/A,265026.12
2023,86409,48499.0,56.36,N/A,257721.88
2018,86411,37250.0,63.89,N/A,N/A
2019,86411,35938.0,68.06,N/A,N/A
2020,86411,37679.0,57.42,N/A,N/A
2021,86411,58015.0,56.21,N/A,N/A
2022,86411,63191.0,62.08,N/A,N/A
2023,86411,66026.0,56.36,N/A,N/A
2018,86412,N/A,63.89,N/A,N/A
2019,86412,N/A,68.06,N/A,N/A
2020,86412,N/A,57.42,N/A,N/A
2021,86412,N/A,56.21,N/A,N/A
2022,86412,N/A,62.08,N/A,N/A
2023,86412,N/A,56.36,N/A,N/A
2018,86413,37075.0,63.89,N/A,127438.41
2019,86413,38292.0,68.06,N/A,144289.13
2020,86413,39183.0,57.42,N/A,164898.89
2021,86413,41731.0,56.21,N/A,201156.86
2022,86413,43034.0,62.08,N/A,236811.42
2023,86413,42752.0,56.36,N/A,231241.86
2018,86426,46743.0,13.1,N/A,194794.96
2019,86426,50535.0,12.45,N/A,214762.43
2020,86426,59108.0,10.9,N/A,235042.77
2021,86426,61475.0,13.17,N/A,288036.98
2022,86426,66851.0,12.95,N/A,336139.69
2023,86426,65186.0,11.27,N/A,327350.44
2018,86427,N/A,13.1,N/A,N/A
2019,86427,N/A,12.45,N/A,N/A
2020,86427,N/A,10.9,N/A,N/A
2021,86427,N/A,13.17,N/A,N/A
2022,86427,N/A,12.95,N/A,N/A
2023,86427,N/A,11.27,N/A,N/A
2018,86429,46806.0,60.11,N/A,248635.05
2019,86429,46853.0,56.42,N/A,269723.47
2020,86429,44020.0,47.03,N/A,291812.41
2021,86429,47335.0,13.17,N/A,351153.62
2022,86429,52425.0,30.97,N/A,405753.68
2023,86429,53113.0,45.0,N/A,398898.53
2018,86430,N/A,60.11,N/A,N/A
2019,86430,N/A,56.42,N/A,N/A
2020,86430,N/A,47.03,N/A,N/A
2021,86430,N/A,13.17,N/A,N/A
2022,86430,N/A,30.97,N/A,N/A
2023,86430,N/A,45.0,N/A,N/A
2018,86431,24700.0,13.1,N/A,N/A
2019,86431,26141.0,12.45,N/A,N/A
2020,86431,26063.0,10.9,N/A,N/A
2021,86431,22708.0,13.17,N/A,N/A
2022,86431,31042.0,12.95,N/A,N/A
2023,86431,36979.0,11.27,N/A,N/A
2018,86432,36051.0,13.1,N/A,215226.23
2019,86432,34511.0,12.45,N/A,231647.59
2020,86432,35292.0,10.9,N/A,251454.57
2021,86432,31381.0,13.17,N/A,303751.4
2022,86432,34660.0,12.95,N/A,352569.07
2023,86432,43968.0,11.27,N/A,349987.53
2018,86433,N/A,13.1,N/A,N/A
2019,86433,N/A,12.45,N/A,N/A
2020,86433,N/A,10.9,N/A,N/A
2021,86433,N/A,13.17,N/A,N/A
2022,86433,N/A,12.95,N/A,N/A
2023,86433,N/A,11.27,N/A,N/A
2018,86434,38047.0,17.63,N/A,N/A
2019,86434,37688.0,16.99,N/A,N/A
2020,86434,38095.0,14.92,N/A,N/A
2021,86434,39821.0,17.01,N/A,N/A
2022,86434,43580.0,17.68,N/A,N/A
2023,86434,42292.0,15.83,N/A,N/A
2018,86435,N/A,4.53,N/A,N/A
2019,86435,N/A,4.54,N/A,N/A
2020,86435,N/A,4.02,N/A,N/A
2021,86435,N/A,3.84,N/A,N/A
2022,86435,N/A,4.73,N/A,N/A
2023,86435,N/A,4.56,N/A,N/A
2018,86436,26673.0,13.1,N/A,142579.75
2019,86436,28542.0,12.45,N/A,158991.38
2020,86436,27955.0,10.9,N/A,174925.83
2021,86436,30196.0,13.17,N/A,211250.67
2022,86436,N/A,12.95,N/A,252934.28
2023,86436,60927.0,11.27,N/A,252739.0
2018,86437,N/A,63.89,N/A,N/A
2019,86437,N/A,68.06,N/A,N/A
2020,86437,N/A,57.42,N/A,N/A
2021,86437,56875.0,56.21,N/A,N/A
2022,86437,73125.0,62.08,N/A,N/A
2023,86437,77188.0,56.36,N/A,N/A
2018,86438,33370.0,13.1,N/A,116290.42
2019,86438,34213.0,12.45,N/A,129888.47
2020,86438,30375.0,10.9,N/A,145827.77
