month/year,zip,median_income,crime_rate_per_1000,business_count,ZHVI
02/2019,86016,N/A,0.36,N/A,N/A
03/2019,86016,N/A,0.28,N/A,N/A
04/2019,86016,N/A,0.26,N/A,N/A
05/2019,86016,N/A,0.29,N/A,N/A
06/2019,86016,N/A,0.47,N/A,N/A
07/2019,86016,N/A,0.4,N/A,N/A
08/2019,86016,N/A,0.44,N/A,N/A
09/2019,86016,N/A,0.63,N/A,N/A
10/2019,86016,N/A,0.51,N/A,N/A
11/2019,86016,N/A,0.33,N/A,N/A
12/2019,86016,N/A,0.36,N/A,N/A
01/2020,86016,N/A,0.51,N/A,N/A
02/2020,86016,N/A,0.44,N/A,N/A
03/2020,86016,N/A,0.34,N/A,N/A
04/2020,86016,N/A,0.3,N/A,N/A
05/2020,86016,N/A,0.44,N/A,N/A
06/2020,86016,N/A,0.51,N/A,N/A
07/2020,86016,N/A,0.28,N/A,N/A
08/2020,86016,N/A,N/A,N/A,N/A
09/2020,86016,N/A,0.46,N/A,N/A
10/2020,86016,N/A,0.28,N/A,N/A
11/2020,86016,N/A,0.25,N/A,N/A
12/2020,86016,N/A,0.21,N/A,N/A
01/2021,86016,N/A,0.03,N/A,N/A
02/2021,86016,N/A,0.26,N/A,N/A
03/2021,86016,N/A,0.34,N/A,N/A
04/2021,86016,N/A,0.41,N/A,N/A
05/2021,86016,N/A,0.34,N/A,N/A
06/2021,86016,N/A,0.41,N/A,N/A
07/2021,86016,N/A,0.34,N/A,N/A
08/2021,86016,N/A,0.34,N/A,N/A
09/2021,86016,N/A,0.48,N/A,N/A
10/2021,86016,N/A,0.36,N/A,N/A
11/2021,86016,N/A,0.27,N/A,N/A
12/2021,86016,N/A,0.26,N/A,N/A
01/2022,86016,N/A,0.26,N/A,N/A
02/2022,86016,N/A,0.37,N/A,N/A
03/2022,86016,N/A,0.38,N/A,N/A
04/2022,86016,N/A,0.37,N/A,N/A
05/2022,86016,N/A,0.47,N/A,N/A
06/2022,86016,N/A,0.32,N/A,N/A
07/2022,86016,N/A,0.4,N/A,N/A
08/2022,86016,N/A,0.37,N/A,N/A
09/2022,86016,N/A,0.58,N/A,N/A
10/2022,86016,N/A,0.49,N/A,N/A
11/2022,86016,N/A,0.39,N/A,N/A
12/2022,86016,N/A,0.33,N/A,N/A
01/2023,86016,N/A,0.26,N/A,N/A
02/2023,86016,N/A,0.34,N/A,N/A
03/2023,86016,N/A,0.32,N/A,N/A
04/2023,86016,N/A,0.34,N/A,N/A
05/2023,86016,N/A,0.44,N/A,N/A
06/2023,86016,N/A,0.54,N/A,N/A
07/2023,86016,N/A,0.54,N/A,N/A
08/2023,86016,N/A,0.53,N/A,N/A
09/2023,86016,N/A,0.43,N/A,N/A
10/2023,86016,N/A,0.37,N/A,N/A
11/2023,86016,N/A,0.24,N/A,N/A
12/2023,86016,N/A,0.21,N/A,N/A
01/2018,86017,67637.0,0.31,N/A,291466.22
02/2018,86017,67637.0,0.29,N/A,293585.36
03/2018,86017,67637.0,0.23,N/A,295496.46
04/2018,86017,67637.0,0.5,N/A,296866.07
05/2018,86017,67637.0,0.43,N/A,298981.98
06/2018,86017,67637.0,0.41,N/A,301475.37
07/2018,86017,67637.0,0.58,N/A,304395.19
08/2018,86017,67637.0,0.27,N/A,306476.9
09/2018,86017,67637.0,0.4,N/A,307871.69
10/2018,86017,67637.0,0.41,N/A,308347.22
11/2018,86017,67637.0,0.5,N/A,308590.2
12/2018,86017,67637.0,0.2,N/A,309336.4
01/2019,86017,64761.0,0.21,N/A,312164.28
02/2019,86017,64761.0,0.36,N/A,316456.15
03/2019,86017,64761.0,0.28,N/A,320875.55
04/2019,86017,64761.0,0.26,N/A,323676.1
05/2019,86017,64761.0,0.29,N/A,325374.98
06/2019,86017,64761.0,0.47,N/A,326960.22
07/2019,86017,64761.0,0.4,N/A,328195.05
08/2019,86017,64761.0,0.44,N/A,329393.55
09/2019,86017,64761.0,0.63,N/A,330436.72
10/2019,86017,64761.0,0.51,N/A,331145.38
11/2019,86017,64761.0,0.33,N/A,332134.73
12/2019,86017,64761.0,0.36,N/A,333237.77
01/2020,86017,69844.0,0.51,N/A,336356.62
02/2020,86017,69844.0,0.44,N/A,339257.28
03/2020,86017,69844.0,0.34,N/A,342134.14
04/2020,86017,69844.0,0.3,N/A,344387.14
05/2020,86017,69844.0,0.44,N/A,345548.56
06/2020,86017,69844.0,0.51,N/A,346470.86
07/2020,86017,69844.0,0.28,N/A,347364.16
08/2020,86017,69844.0,N/A,N/A,350843.6
09/2020,86017,69844.0,0.46,N/A,356896.39
10/2020,86017,69844.0,0.28,N/A,365103.82
11/2020,86017,69844.0,0.25,N/A,374089.31
12/2020,86017,69844.0,0.21,N/A,383160.13
01/2021,86017,74575.0,0.03,N/A,391929.7
02/2021,86017,74575.0,0.26,N/A,402630.69
03/2021,86017,74575.0,0.34,N/A,415941.25
04/2021,86017,74575.0,0.41,N/A,430700.62
05/2021,86017,74575.0,0.34,N/A,447366.77
06/2021,86017,74575.0,0.41,N/A,464386.82
07/2021,86017,74575.0,0.34,N/A,480292.78
08/2021,86017,74575.0,0.34,N/A,492552.99
09/2021,86017,74575.0,0.48,N/A,500743.76
10/2021,86017,74575.0,0.36,N/A,508443.07
11/2021,86017,74575.0,0.27,N/A,515763.54
12/2021,86017,74575.0,0.26,N/A,523835.89
01/2022,86017,80152.0,0.26,N/A,533144.82
02/2022,86017,80152.0,0.37,N/A,545293.61
03/2022,86017,80152.0,0.38,N/A,561449.3
04/2022,86017,80152.0,0.37,N/A,579450.13
05/2022,86017,80152.0,0.47,N/A,595732.93
06/2022,86017,80152.0,0.32,N/A,607689.84
07/2022,86017,80152.0,0.4,N/A,610218.43
08/2022,86017,80152.0,0.37,N/A,603952.79
09/2022,86017,80152.0,0.58,N/A,591410.5
10/2022,86017,80152.0,0.49,N/A,580660.19
11/2022,86017,80152.0,0.39,N/A,572870.82
12/2022,86017,80152.0,0.33,N/A,568898.52
01/2023,86017,N/A,0.26,N/A,564107.16
02/2023,86017,N/A,0.34,N/A,561459.49
03/2023,86017,N/A,0.32,N/A,560105.86
04/2023,86017,N/A,0.34,N/A,562663.98
05/2023,86017,N/A,0.44,N/A,567884.17
06/2023,86017,N/A,0.54,N/A,575211.47
07/2023,86017,N/A,0.54,N/A,582652.57
08/2023,86017,N/A,0.53,N/A,587892.09
09/2023,86017,N/A,0.43,N/A,591229.2
10/2023,86017,N/A,0.37,N/A,592252.92
11/2023,86017,N/A,0.24,N/A,591958.22
12/2023,86017,N/A,0.21,N/A,589758.48
01/2018,86018,71324.0,0.31,N/A,296975.33
02/2018,86018,71324.0,0.29,N/A,301334.26
03/2018,86018,71324.0,0.23,N/A,305752.41
04/2018,86018,71324.0,0.5,N/A,308890.73
05/2018,86018,71324.0,0.43,N/A,311676.55
06/2018,86018,71324.0,0.41,N/A,314631.4
07/2018,86018,71324.0,0.58,N/A,317217.13
08/2018,86018,71324.0,0.27,N/A,318796.78
09/2018,86018,71324.0,0.4,N/A,319259.32
10/2018,86018,71324.0,0.41,N/A,319315.07
11/2018,86018,71324.0,0.5,N/A,319934.25
12/2018,86018,71324.0,0.2,N/A,320938.69
01/2019,86018,72569.0,0.21,N/A,323544.9
02/2019,86018,72569.0,0.36,N/A,327391.92
03/2019,86018,72569.0,0.28,N/A,331745.01
04/2019,86018,72569.0,0.26,N/A,334464.35
05/2019,86018,72569.0,0.29,N/A,336271.81
06/2019,86018,72569.0,0.47,N/A,338056.04
07/2019,86018,72569.0,0.4,N/A,340320.68
08/2019,86018,72569.0,0.44,N/A,341765.5
09/2019,86018,72569.0,0.63,N/A,342951.76
10/2019,86018,72569.0,0.51,N/A,343393.86
11/2019,86018,72569.0,0.33,N/A,344036.53
12/2019,86018,72569.0,0.36,N/A,345004.06
01/2020,86018,67813.0,0.51,N/A,347417.43
02/2020,86018,67813.0,0.44,N/A,350370.06
03/2020,86018,67813.0,0.34,N/A,353446.82
04/2020,86018,67813.0,0.3,N/A,355781.26
05/2020,86018,67813.0,0.44,N/A,356384.66
06/2020,86018,67813.0,0.51,N/A,355640.71
07/2020,86018,67813.0,0.28,N/A,355082.24
08/2020,86018,67813.0,N/A,N/A,357893.56
09/2020,86018,67813.0,0.46,N/A,363607.25
10/2020,86018,67813.0,0.28,N/A,370617.48
11/2020,86018,67813.0,0.25,N/A,377560.76
12/2020,86018,67813.0,0.21,N/A,384116.42
01/2021,86018,85568.0,0.03,N/A,391168.77
02/2021,86018,85568.0,0.26,N/A,399705.29
03/2021,86018,85568.0,0.34,N/A,408589.23
04/2021,86018,85568.0,0.41,N/A,417779.05
05/2021,86018,85568.0,0.34,N/A,428183.45
06/2021,86018,85568.0,0.41,N/A,441043.96
07/2021,86018,85568.0,0.34,N/A,454366.37
08/2021,86018,85568.0,0.34,N/A,465163.49
09/2021,86018,85568.0,0.48,N/A,472113.67
10/2021,86018,85568.0,0.36,N/A,477192.81
11/2021,86018,85568.0,0.27,N/A,481229.56
12/2021,86018,85568.0,0.26,N/A,486646.37
01/2022,86018,93021.0,0.26,N/A,492499.95
02/2022,86018,93021.0,0.37,N/A,499858.5
03/2022,86018,93021.0,0.38,N/A,510966.75
04/2022,86018,93021.0,0.37,N/A,526721.08
05/2022,86018,93021.0,0.47,N/A,542877.72
06/2022,86018,93021.0,0.32,N/A,556247.03
07/2022,86018,93021.0,0.4,N/A,560636.48
08/2022,86018,93021.0,0.37,N/A,559173.86
09/2022,86018,93021.0,0.58,N/A,551405.42
10/2022,86018,93021.0,0.49,N/A,544711.4
11/2022,86018,93021.0,0.39,N/A,537574.92
12/2022,86018,93021.0,0.33,N/A,532635.26
01/2023,86018,86146.0,0.26,N/A,527189.65
02/2023,86018,86146.0,0.34,N/A,523693.85
03/2023,86018,86146.0,0.32,N/A,523486.67
04/2023,86018,86146.0,0.34,N/A,527850.89
05/2023,86018,86146.0,0.44,N/A,535792.9
06/2023,86018,86146.0,0.54,N/A,544593.89
07/2023,86018,86146.0,0.54,N/A,551802.23
08/2023,86018,86146.0,0.53,N/A,556278.25
09/2023,86018,86146.0,0.43,N/A,558587.95
10/2023,86018,86146.0,0.37,N/A,559799.68
11/2023,86018,86146.0,0.24,N/A,561352.48
12/2023,86018,86146.0,0.21,N/A,560757.15
01/2018,86020,33750.0,0.31,N/A,N/A
02/2018,86020,33750.0,0.29,N/A,N/A
03/2018,86020,33750.0,0.23,N/A,N/A
04/2018,86020,33750.0,0.5,N/A,N/A
05/2018,86020,33750.0,0.43,N/A,N/A
06/2018,86020,33750.0,0.41,N/A,N/A
07/2018,86020,33750.0,0.58,N/A,N/A
08/2018,86020,33750.0,0.27,N/A,N/A
09/2018,86020,33750.0,0.4,N/A,N/A
10/2018,86020,33750.0,0.41,N/A,N/A
11/2018,86020,33750.0,0.5,N/A,N/A
12/2018,86020,33750.0,0.2,N/A,N/A
01/2019,86020,33958.0,0.21,N/A,N/A
02/2019,86020,33958.0,0.36,N/A,N/A
03/2019,86020,33958.0,0.28,N/A,N/A
04/2019,86020,33958.0,0.26,N/A,N/A
05/2019,86020,33958.0,0.29,N/A,N/A
06/2019,86020,33958.0,0.47,N/A,N/A
07/2019,86020,33958.0,0.4,N/A,N/A
08/2019,86020,33958.0,0.44,N/A,N/A
09/2019,86020,33958.0,0.63,N/A,N/A
10/2019,86020,33958.0,0.51,N/A,N/A
11/2019,86020,33958.0,0.33,N/A,N/A
12/2019,86020,33958.0,0.36,N/A,N/A
01/2020,86020,31500.0,0.51,N/A,N/A
02/2020,86020,31500.0,0.44,N/A,N/A
03/2020,86020,31500.0,0.34,N/A,N/A
04/2020,86020,31500.0,0.3,N/A,N/A
05/2020,86020,31500.0,0.44,N/A,N/A
06/2020,86020,31500.0,0.51,N/A,N/A
07/2020,86020,31500.0,0.28,N/A,N/A
08/2020,86020,31500.0,N/A,N/A,N/A
09/2020,86020,31500.0,0.46,N/A,N/A
10/2020,86020,31500.0,0.28,N/A,N/A
11/2020,86020,31500.0,0.25,N/A,N/A
12/2020,86020,31500.0,0.21,N/A,N/A
01/2021,86020,32981.0,0.03,N/A,N/A
02/2021,86020,32981.0,0.26,N/A,N/A
03/2021,86020,32981.0,0.34,N/A,N/A
04/2021,86020,32981.0,0.41,N/A,N/A
05/2021,86020,32981.0,0.34,N/A,N/A
06/2021,86020,32981.0,0.41,N/A,N/A
07/2021,86020,32981.0,0.34,N/A,N/A
08/2021,86020,32981.0,0.34,N/A,N/A
09/2021,86020,32981.0,0.48,N/A,N/A
10/2021,86020,32981.0,0.36,N/A,N/A
11/2021,86020,32981.0,0.27,N/A,N/A
12/2021,86020,32981.0,0.26,N/A,N/A
01/2022,86020,33385.0,0.26,N/A,N/A
02/2022,86020,33385.0,0.37,N/A,N/A
03/2022,86020,33385.0,0.38,N/A,N/A
04/2022,86020,33385.0,0.37,N/A,N/A
05/2022,86020,33385.0,0.47,N/A,N/A
06/2022,86020,33385.0,0.32,N/A,N/A
07/2022,86020,33385.0,0.4,N/A,N/A
08/2022,86020,33385.0,0.37,N/A,N/A
09/2022,86020,33385.0,0.58,N/A,N/A
10/2022,86020,33385.0,0.49,N/A,N/A
11/2022,86020,33385.0,0.39,N/A,N/A
12/2022,86020,33385.0,0.33,N/A,N/A
01/2023,86020,36310.0,0.26,N/A,N/A
02/2023,86020,36310.0,0.34,N/A,N/A
03/2023,86020,36310.0,0.32,N/A,N/A
04/2023,86020,36310.0,0.34,N/A,N/A
05/2023,86020,36310.0,0.44,N/A,N/A
06/2023,86020,36310.0,0.54,N/A,N/A
07/2023,86020,36310.0,0.54,N/A,N/A
08/2023,86020,36310.0,0.53,N/A,N/A
09/2023,86020,36310.0,0.43,N/A,N/A
10/2023,86020,36310.0,0.37,N/A,N/A
11/2023,86020,36310.0,0.24,N/A,N/A
12/2023,86020,36310.0,0.21,N/A,N/A
01/2018,86021,46075.0,1.38,N/A,N/A
02/2018,86021,46075.0,0.89,N/A,N/A
03/2018,86021,46075.0,1.07,N/A,N/A
04/2018,86021,46075.0,1.11,N/A,N/A
05/2018,86021,46075.0,1.1,N/A,N/A
06/2018,86021,46075.0,0.9,N/A,N/A
07/2018,86021,46075.0,1.21,N/A,N/A
08/2018,86021,46075.0,1.09,N/A,N/A
09/2018,86021,46075.0,1.13,N/A,N/A
10/2018,86021,46075.0,0.95,N/A,N/A
11/2018,86021,46075.0,1.08,N/A,N/A
12/2018,86021,46075.0,1.19,N/A,N/A
01/2019,86021,58804.0,1.04,N/A,N/A
02/2019,86021,58804.0,0.92,N/A,N/A
03/2019,86021,58804.0,1.02,N/A,N/A
04/2019,86021,58804.0,1.08,N/A,N/A
05/2019,86021,58804.0,1.19,N/A,N/A
06/2019,86021,58804.0,1.14,N/A,N/A
07/2019,86021,58804.0,1.13,N/A,N/A
08/2019,86021,58804.0,1.01,N/A,N/A
09/2019,86021,58804.0,0.92,N/A,N/A
10/2019,86021,58804.0,1.07,N/A,N/A
11/2019,86021,58804.0,0.95,N/A,N/A
12/2019,86021,58804.0,0.98,N/A,N/A
01/2020,86021,54792.0,0.87,N/A,N/A
02/2020,86021,54792.0,0.87,N/A,N/A
03/2020,86021,54792.0,0.97,N/A,N/A
04/2020,86021,54792.0,1.13,N/A,N/A
05/2020,86021,54792.0,0.91,N/A,N/A
06/2020,86021,54792.0,0.99,N/A,N/A
07/2020,86021,54792.0,0.94,N/A,N/A
08/2020,86021,54792.0,0.74,N/A,N/A
09/2020,86021,54792.0,0.93,N/A,N/A
10/2020,86021,54792.0,1.0,N/A,N/A
11/2020,86021,54792.0,0.78,N/A,N/A
12/2020,86021,54792.0,0.77,N/A,N/A
01/2021,86021,56486.0,0.88,N/A,N/A
02/2021,86021,56486.0,0.89,N/A,N/A
03/2021,86021,56486.0,0.88,N/A,N/A
04/2021,86021,56486.0,0.84,N/A,N/A
05/2021,86021,56486.0,1.22,N/A,N/A
06/2021,86021,56486.0,1.34,N/A,N/A
07/2021,86021,56486.0,1.27,N/A,N/A
08/2021,86021,56486.0,1.24,N/A,N/A
09/2021,86021,56486.0,1.18,N/A,N/A
10/2021,86021,56486.0,1.22,N/A,N/A
11/2021,86021,56486.0,1.1,N/A,N/A
12/2021,86021,56486.0,1.11,N/A,N/A
01/2022,86021,62279.0,1.25,N/A,N/A
02/2022,86021,62279.0,1.05,N/A,N/A
03/2022,86021,62279.0,1.19,N/A,N/A
04/2022,86021,62279.0,1.06,N/A,N/A
05/2022,86021,62279.0,1.1,N/A,N/A
06/2022,86021,62279.0,1.15,N/A,N/A
07/2022,86021,62279.0,1.06,N/A,N/A
08/2022,86021,62279.0,1.02,N/A,N/A
09/2022,86021,62279.0,1.06,N/A,N/A
10/2022,86021,62279.0,1.03,N/A,N/A
11/2022,86021,62279.0,1.05,N/A,N/A
12/2022,86021,62279.0,0.93,N/A,N/A
01/2023,86021,75781.0,1.01,N/A,N/A
02/2023,86021,75781.0,0.84,N/A,295545.99
03/2023,86021,75781.0,0.82,N/A,296052.09
04/2023,86021,75781.0,1.01,N/A,296663.85
05/2023,86021,75781.0,0.93,N/A,297028.55
06/2023,86021,75781.0,1.03,N/A,297979.1
07/2023,86021,75781.0,0.98,N/A,299811.84
08/2023,86021,75781.0,1.07,N/A,301112.73
09/2023,86021,75781.0,0.86,N/A,302484.69
10/2023,86021,75781.0,0.99,N/A,303724.19
11/2023,86021,75781.0,0.8,N/A,306266.54
12/2023,86021,75781.0,0.93,N/A,306495.46
01/2018,86022,37284.0,0.31,N/A,185023.06
02/2018,86022,37284.0,0.29,N/A,187048.46
03/2018,86022,37284.0,0.23,N/A,189444.23
04/2018,86022,37284.0,0.5,N/A,190973.26
05/2018,86022,37284.0,0.43,N/A,192183.07
06/2018,86022,37284.0,0.41,N/A,192769.58
07/2018,86022,37284.0,0.58,N/A,194220.63
08/2018,86022,37284.0,0.27,N/A,194827.04
09/2018,86022,37284.0,0.4,N/A,195549.59
10/2018,86022,37284.0,0.41,N/A,196084.61
11/2018,86022,37284.0,0.5,N/A,197131.41
12/2018,86022,37284.0,0.2,N/A,198117.03
01/2019,86022,40303.0,0.21,N/A,200165.27
02/2019,86022,40303.0,0.36,N/A,203465.95
03/2019,86022,40303.0,0.28,N/A,207711.81
04/2019,86022,40303.0,0.26,N/A,211539.04
05/2019,86022,40303.0,0.29,N/A,215234.17
06/2019,86022,40303.0,0.47,N/A,218228.91
07/2019,86022,40303.0,0.4,N/A,220541.76
08/2019,86022,40303.0,0.44,N/A,222547.07
09/2019,86022,40303.0,0.63,N/A,224213.07
10/2019,86022,40303.0,0.51,N/A,225435.99
11/2019,86022,40303.0,0.33,N/A,226378.75
12/2019,86022,40303.0,0.36,N/A,227883.11
01/2020,86022,42386.0,0.51,N/A,229443.18
02/2020,86022,42386.0,0.44,N/A,230787.89
03/2020,86022,42386.0,0.34,N/A,231668.77
04/2020,86022,42386.0,0.3,N/A,232158.28
05/2020,86022,42386.0,0.44,N/A,232382.86
06/2020,86022,42386.0,0.51,N/A,231925.6
07/2020,86022,42386.0,0.28,N/A,232995.5
08/2020,86022,42386.0,N/A,N/A,235842.51
09/2020,86022,42386.0,0.46,N/A,240592.0
10/2020,86022,42386.0,0.28,N/A,245474.83
11/2020,86022,42386.0,0.25,N/A,249187.94
12/2020,86022,42386.0,0.21,N/A,253050.27
01/2021,86022,44048.0,0.03,N/A,257402.49
02/2021,86022,44048.0,0.26,N/A,262833.05
03/2021,86022,44048.0,0.34,N/A,267618.06
04/2021,86022,44048.0,0.41,N/A,271679.45
05/2021,86022,44048.0,0.34,N/A,275905.64
06/2021,86022,44048.0,0.41,N/A,281860.93
07/2021,86022,44048.0,0.34,N/A,286324.06
08/2021,86022,44048.0,0.34,N/A,288156.72
09/2021,86022,44048.0,0.48,N/A,287312.75
10/2021,86022,44048.0,0.36,N/A,287755.13
11/2021,86022,44048.0,0.27,N/A,289970.23
12/2021,86022,44048.0,0.26,N/A,292876.61
01/2022,86022,51641.0,0.26,N/A,297910.46
02/2022,86022,51641.0,0.37,N/A,304513.41
03/2022,86022,51641.0,0.38,N/A,313294.16
04/2022,86022,51641.0,0.37,N/A,322353.41
05/2022,86022,51641.0,0.47,N/A,330197.53
06/2022,86022,51641.0,0.32,N/A,335400.82
07/2022,86022,51641.0,0.4,N/A,336010.5
08/2022,86022,51641.0,0.37,N/A,333442.32
09/2022,86022,51641.0,0.58,N/A,328167.45
10/2022,86022,51641.0,0.49,N/A,322968.71
11/2022,86022,51641.0,0.39,N/A,317384.95
12/2022,86022,51641.0,0.33,N/A,312106.96
01/2023,86022,58571.0,0.26,N/A,305809.53
02/2023,86022,58571.0,0.34,N/A,301083.41
03/2023,86022,58571.0,0.32,N/A,299169.24
04/2023,86022,58571.0,0.34,N/A,300138.41
05/2023,86022,58571.0,0.44,N/A,303192.67
06/2023,86022,58571.0,0.54,N/A,305940.23
07/2023,86022,58571.0,0.54,N/A,307608.44
08/2023,86022,58571.0,0.53,N/A,306631.08
09/2023,86022,58571.0,0.43,N/A,304213.73
10/2023,86022,58571.0,0.37,N/A,301693.48
11/2023,86022,58571.0,0.24,N/A,299580.38
12/2023,86022,58571.0,0.21,N/A,297780.19
01/2018,86023,66343.0,0.31,N/A,N/A
02/2018,86023,66343.0,0.29,N/A,N/A
03/2018,86023,66343.0,0.23,N/A,N/A
04/2018,86023,66343.0,0.5,N/A,N/A
05/2018,86023,66343.0,0.43,N/A,N/A
06/2018,86023,66343.0,0.41,N/A,N/A
07/2018,86023,66343.0,0.58,N/A,N/A
08/2018,86023,66343.0,0.27,N/A,N/A
09/2018,86023,66343.0,0.4,N/A,N/A
10/2018,86023,66343.0,0.41,N/A,N/A
11/2018,86023,66343.0,0.5,N/A,N/A
12/2018,86023,66343.0,0.2,N/A,N/A
01/2019,86023,67521.0,0.21,N/A,N/A
02/2019,86023,67521.0,0.36,N/A,N/A
03/2019,86023,67521.0,0.28,N/A,N/A
04/2019,86023,67521.0,0.26,N/A,N/A
05/2019,86023,67521.0,0.29,N/A,N/A
06/2019,86023,67521.0,0.47,N/A,N/A
07/2019,86023,67521.0,0.4,N/A,N/A
08/2019,86023,67521.0,0.44,N/A,N/A
09/2019,86023,67521.0,0.63,N/A,N/A
10/2019,86023,67521.0,0.51,N/A,N/A
11/2019,86023,67521.0,0.33,N/A,N/A
12/2019,86023,67521.0,0.36,N/A,N/A
01/2020,86023,54141.0,0.51,N/A,N/A
02/2020,86023,54141.0,0.44,N/A,N/A
03/2020,86023,54141.0,0.34,N/A,N/A
04/2020,86023,54141.0,0.3,N/A,N/A
05/2020,86023,54141.0,0.44,N/A,N/A
06/2020,86023,54141.0,0.51,N/A,N/A
07/2020,86023,54141.0,0.28,N/A,N/A
08/2020,86023,54141.0,N/A,N/A,N/A
09/2020,86023,54141.0,0.46,N/A,N/A
10/2020,86023,54141.0,0.28,N/A,N/A
11/2020,86023,54141.0,0.25,N/A,N/A
12/2020,86023,54141.0,0.21,N/A,N/A
01/2021,86023,85625.0,0.03,N/A,N/A
02/2021,86023,85625.0,0.26,N/A,N/A
03/2021,86023,85625.0,0.34,N/A,N/A
04/2021,86023,85625.0,0.41,N/A,N/A
05/2021,86023,85625.0,0.34,N/A,N/A
06/2021,86023,85625.0,0.41,N/A,N/A
07/2021,86023,85625.0,0.34,N/A,N/A
08/2021,86023,85625.0,0.34,N/A,N/A
09/2021,86023,85625.0,0.48,N/A,N/A
10/2021,86023,85625.0,0.36,N/A,N/A
11/2021,86023,85625.0,0.27,N/A,N/A
12/2021,86023,85625.0,0.26,N/A,N/A
01/2022,86023,73194.0,0.26,N/A,N/A
02/2022,86023,73194.0,0.37,N/A,N/A
03/2022,86023,73194.0,0.38,N/A,N/A
04/2022,86023,73194.0,0.37,N/A,N/A
05/2022,86023,73194.0,0.47,N/A,N/A
06/2022,86023,73194.0,0.32,N/A,N/A
07/2022,86023,73194.0,0.4,N/A,N/A
08/2022,86023,73194.0,0.37,N/A,N/A
09/2022,86023,73194.0,0.58,N/A,N/A
10/2022,86023,73194.0,0.49,N/A,N/A
11/2022,86023,73194.0,0.39,N/A,N/A
12/2022,86023,73194.0,0.33,N/A,N/A
01/2023,86023,69728.0,0.26,N/A,N/A
02/2023,86023,69728.0,0.34,N/A,N/A
03/2023,86023,69728.0,0.32,N/A,N/A
04/2023,86023,69728.0,0.34,N/A,N/A
05/2023,86023,69728.0,0.44,N/A,N/A
06/2023,86023,69728.0,0.54,N/A,N/A
07/2023,86023,69728.0,0.54,N/A,N/A
08/2023,86023,69728.0,0.53,N/A,N/A
09/2023,86023,69728.0,0.43,N/A,N/A
10/2023,86023,69728.0,0.37,N/A,N/A
11/2023,86023,69728.0,0.24,N/A,N/A
12/2023,86023,69728.0,0.21,N/A,N/A
01/2018,86024,80132.0,0.31,N/A,247997.09
02/2018,86024,80132.0,0.29,N/A,249178.83
03/2018,86024,80132.0,0.23,N/A,250580.45
04/2018,86024,80132.0,0.5,N/A,251031.22
05/2018,86024,80132.0,0.43,N/A,252476.82
06/2018,86024,80132.0,0.41,N/A,253903.77
07/2018,86024,80132.0,0.58,N/A,255775.88
08/2018,86024,80132.0,0.27,N/A,256558.36
09/2018,86024,80132.0,0.4,N/A,257188.09
10/2018,86024,80132.0,0.41,N/A,257738.77
11/2018,86024,80132.0,0.5,N/A,258758.3
12/2018,86024,80132.0,0.2,N/A,259712.4
01/2019,86024,80781.0,0.21,N/A,262111.46
02/2019,86024,80781.0,0.36,N/A,265777.92
03/2019,86024,80781.0,0.28,N/A,269750.14
04/2019,86024,80781.0,0.26,N/A,272322.61
05/2019,86024,80781.0,0.29,N/A,274020.41
06/2019,86024,80781.0,0.47,N/A,275880.0
07/2019,86024,80781.0,0.4,N/A,277341.18
08/2019,86024,80781.0,0.44,N/A,278889.67
09/2019,86024,80781.0,0.63,N/A,280137.79
10/2019,86024,80781.0,0.51,N/A,281100.55
11/2019,86024,80781.0,0.33,N/A,281641.49
12/2019,86024,80781.0,0.36,N/A,282497.34
01/2020,86024,79643.0,0.51,N/A,284835.24
02/2020,86024,79643.0,0.44,N/A,287738.13
03/2020,86024,79643.0,0.34,N/A,290318.63
04/2020,86024,79643.0,0.3,N/A,291521.32
05/2020,86024,79643.0,0.44,N/A,291713.03
06/2020,86024,79643.0,0.51,N/A,291690.68
07/2020,86024,79643.0,0.28,N/A,292759.37
08/2020,86024,79643.0,N/A,N/A,295344.69
09/2020,86024,79643.0,0.46,N/A,300186.67
10/2020,86024,79643.0,0.28,N/A,306309.54
11/2020,86024,79643.0,0.25,N/A,313382.85
12/2020,86024,79643.0,0.21,N/A,320426.7
01/2021,86024,78594.0,0.03,N/A,327275.05
02/2021,86024,78594.0,0.26,N/A,335282.01
03/2021,86024,78594.0,0.34,N/A,344060.93
04/2021,86024,78594.0,0.41,N/A,354308.99
05/2021,86024,78594.0,0.34,N/A,364680.97
06/2021,86024,78594.0,0.41,N/A,375468.89
07/2021,86024,78594.0,0.34,N/A,385942.17
08/2021,86024,78594.0,0.34,N/A,395417.31
09/2021,86024,78594.0,0.48,N/A,403456.58
10/2021,86024,78594.0,0.36,N/A,410367.12
11/2021,86024,78594.0,0.27,N/A,416736.85
12/2021,86024,78594.0,0.26,N/A,423349.48
01/2022,86024,84167.0,0.26,N/A,431726.55
02/2022,86024,84167.0,0.37,N/A,441901.59
03/2022,86024,84167.0,0.38,N/A,455048.51
04/2022,86024,84167.0,0.37,N/A,468923.2
05/2022,86024,84167.0,0.47,N/A,482905.51
06/2022,86024,84167.0,0.32,N/A,493519.41
07/2022,86024,84167.0,0.4,N/A,496196.84
08/2022,86024,84167.0,0.37,N/A,490860.76
09/2022,86024,84167.0,0.58,N/A,479821.73
10/2022,86024,84167.0,0.49,N/A,470636.08
11/2022,86024,84167.0,0.39,N/A,463720.81
