month/year,zip,median_income,crime_rate_per_1000,business_count,ZHVI
07/2019,85358,N/A,4.19,N/A,N/A
08/2019,85358,N/A,2.98,N/A,N/A
09/2019,85358,N/A,2.45,N/A,N/A
10/2019,85358,N/A,2.86,N/A,N/A
11/2019,85358,N/A,2.44,N/A,N/A
12/2019,85358,N/A,1.65,N/A,N/A
01/2020,85358,N/A,2.92,N/A,N/A
02/2020,85358,N/A,2.01,N/A,N/A
03/2020,85358,N/A,1.34,N/A,N/A
04/2020,85358,N/A,1.99,N/A,N/A
05/2020,85358,N/A,0.95,N/A,N/A
06/2020,85358,N/A,0.94,N/A,N/A
07/2020,85358,N/A,2.36,N/A,N/A
08/2020,85358,N/A,3.93,N/A,N/A
09/2020,85358,N/A,4.84,N/A,N/A
10/2020,85358,N/A,4.46,N/A,N/A
11/2020,85358,N/A,3.16,N/A,N/A
12/2020,85358,N/A,2.39,N/A,N/A
01/2021,85358,N/A,2.01,N/A,N/A
02/2021,85358,N/A,2.17,N/A,N/A
03/2021,85358,N/A,2.79,N/A,N/A
04/2021,85358,N/A,3.03,N/A,N/A
05/2021,85358,N/A,2.34,N/A,N/A
06/2021,85358,N/A,2.73,N/A,N/A
07/2021,85358,N/A,0.98,N/A,N/A
08/2021,85358,N/A,2.47,N/A,N/A
09/2021,85358,N/A,2.63,N/A,N/A
10/2021,85358,N/A,4.11,N/A,N/A
11/2021,85358,N/A,2.2,N/A,N/A
12/2021,85358,N/A,3.56,N/A,N/A
01/2022,85358,N/A,1.33,N/A,N/A
02/2022,85358,N/A,2.65,N/A,N/A
03/2022,85358,N/A,3.19,N/A,N/A
04/2022,85358,N/A,4.12,N/A,N/A
05/2022,85358,N/A,2.28,N/A,N/A
06/2022,85358,N/A,2.41,N/A,N/A
07/2022,85358,N/A,1.88,N/A,N/A
08/2022,85358,N/A,2.4,N/A,N/A
09/2022,85358,N/A,0.16,N/A,N/A
10/2022,85358,N/A,3.7,N/A,N/A
11/2022,85358,N/A,2.26,N/A,N/A
12/2022,85358,N/A,0.93,N/A,N/A
01/2023,85358,N/A,1.49,N/A,N/A
02/2023,85358,N/A,2.16,N/A,N/A
03/2023,85358,N/A,1.37,N/A,N/A
04/2023,85358,N/A,2.95,N/A,N/A
05/2023,85358,N/A,1.37,N/A,N/A
06/2023,85358,N/A,1.48,N/A,N/A
07/2023,85358,N/A,0.8,N/A,N/A
08/2023,85358,N/A,2.0,N/A,N/A
09/2023,85358,N/A,2.82,N/A,N/A
10/2023,85358,N/A,1.48,N/A,N/A
11/2023,85358,N/A,1.19,N/A,N/A
12/2023,85358,N/A,1.47,N/A,N/A
01/2018,85359,N/A,6.47,N/A,N/A
02/2018,85359,N/A,5.66,N/A,N/A
03/2018,85359,N/A,2.7,N/A,N/A
04/2018,85359,N/A,2.97,N/A,N/A
05/2018,85359,N/A,2.16,N/A,N/A
06/2018,85359,N/A,1.62,N/A,N/A
07/2018,85359,N/A,2.97,N/A,N/A
08/2018,85359,N/A,0.0,N/A,N/A
09/2018,85359,N/A,0.0,N/A,N/A
10/2018,85359,N/A,9.71,N/A,N/A
11/2018,85359,N/A,2.16,N/A,N/A
12/2018,85359,N/A,5.4,N/A,N/A
01/2019,85359,N/A,4.58,N/A,N/A
02/2019,85359,N/A,N/A,N/A,N/A
03/2019,85359,N/A,N/A,N/A,N/A
04/2019,85359,N/A,N/A,N/A,N/A
05/2019,85359,N/A,N/A,N/A,N/A
06/2019,85359,N/A,N/A,N/A,N/A
07/2019,85359,N/A,N/A,N/A,N/A
08/2019,85359,N/A,N/A,N/A,N/A
09/2019,85359,N/A,N/A,N/A,N/A
10/2019,85359,N/A,N/A,N/A,N/A
11/2019,85359,N/A,N/A,N/A,N/A
12/2019,85359,N/A,N/A,N/A,N/A
01/2020,85359,N/A,2.93,N/A,N/A
02/2020,85359,N/A,3.19,N/A,N/A
03/2020,85359,N/A,2.66,N/A,N/A
04/2020,85359,N/A,2.93,N/A,N/A
05/2020,85359,N/A,3.19,N/A,N/A
06/2020,85359,N/A,2.4,N/A,N/A
07/2020,85359,N/A,3.99,N/A,N/A
08/2020,85359,N/A,1.86,N/A,N/A
09/2020,85359,N/A,2.13,N/A,N/A
10/2020,85359,N/A,3.19,N/A,N/A
11/2020,85359,N/A,2.66,N/A,N/A
12/2020,85359,N/A,3.46,N/A,N/A
01/2021,85359,N/A,6.3,N/A,N/A
02/2021,85359,N/A,6.88,N/A,N/A
03/2021,85359,N/A,1.15,N/A,N/A
04/2021,85359,N/A,11.46,N/A,N/A
05/2021,85359,N/A,0.57,N/A,N/A
06/2021,85359,N/A,4.01,N/A,N/A
07/2021,85359,N/A,4.01,N/A,N/A
08/2021,85359,N/A,3.44,N/A,N/A
09/2021,85359,N/A,4.01,N/A,N/A
10/2021,85359,N/A,3.44,N/A,N/A
11/2021,85359,N/A,6.88,N/A,N/A
12/2021,85359,N/A,6.3,N/A,N/A
01/2022,85359,N/A,7.47,N/A,N/A
02/2022,85359,N/A,4.2,N/A,N/A
03/2022,85359,N/A,6.07,N/A,N/A
04/2022,85359,N/A,0.93,N/A,N/A
05/2022,85359,N/A,0.93,N/A,N/A
06/2022,85359,N/A,3.74,N/A,N/A
07/2022,85359,N/A,0.93,N/A,N/A
08/2022,85359,N/A,4.67,N/A,N/A
09/2022,85359,N/A,0.93,N/A,N/A
10/2022,85359,N/A,N/A,N/A,N/A
11/2022,85359,N/A,1.87,N/A,N/A
12/2022,85359,N/A,7.01,N/A,N/A
01/2023,85359,N/A,3.32,N/A,N/A
02/2023,85359,N/A,3.88,N/A,N/A
03/2023,85359,N/A,1.66,N/A,N/A
04/2023,85359,N/A,3.88,N/A,N/A
05/2023,85359,N/A,1.11,N/A,N/A
06/2023,85359,N/A,2.22,N/A,N/A
07/2023,85359,N/A,1.66,N/A,N/A
08/2023,85359,N/A,1.11,N/A,N/A
09/2023,85359,N/A,6.09,N/A,N/A
10/2023,85359,N/A,2.77,N/A,N/A
11/2023,85359,N/A,7.2,N/A,N/A
12/2023,85359,N/A,7.76,N/A,N/A
01/2018,85360,51875.0,1.38,N/A,N/A
02/2018,85360,51875.0,0.89,N/A,N/A
03/2018,85360,51875.0,1.07,N/A,N/A
04/2018,85360,51875.0,1.11,N/A,N/A
05/2018,85360,51875.0,1.1,N/A,N/A
06/2018,85360,51875.0,0.9,N/A,N/A
07/2018,85360,51875.0,1.21,N/A,N/A
08/2018,85360,51875.0,1.09,N/A,N/A
09/2018,85360,51875.0,1.13,N/A,N/A
10/2018,85360,51875.0,0.95,N/A,N/A
11/2018,85360,51875.0,1.08,N/A,N/A
12/2018,85360,51875.0,1.19,N/A,N/A
01/2019,85360,53750.0,1.04,N/A,N/A
02/2019,85360,53750.0,0.92,N/A,N/A
03/2019,85360,53750.0,1.02,N/A,N/A
04/2019,85360,53750.0,1.08,N/A,N/A
05/2019,85360,53750.0,1.19,N/A,N/A
06/2019,85360,53750.0,1.14,N/A,N/A
07/2019,85360,53750.0,1.13,N/A,N/A
08/2019,85360,53750.0,1.01,N/A,N/A
09/2019,85360,53750.0,0.92,N/A,N/A
10/2019,85360,53750.0,1.07,N/A,N/A
11/2019,85360,53750.0,0.95,N/A,N/A
12/2019,85360,53750.0,0.98,N/A,N/A
01/2020,85360,54583.0,0.87,N/A,N/A
02/2020,85360,54583.0,0.87,N/A,N/A
03/2020,85360,54583.0,0.97,N/A,N/A
04/2020,85360,54583.0,1.13,N/A,N/A
05/2020,85360,54583.0,0.91,N/A,N/A
06/2020,85360,54583.0,0.99,N/A,N/A
07/2020,85360,54583.0,0.94,N/A,N/A
08/2020,85360,54583.0,0.74,N/A,N/A
09/2020,85360,54583.0,0.93,N/A,N/A
10/2020,85360,54583.0,1.0,N/A,N/A
11/2020,85360,54583.0,0.78,N/A,N/A
12/2020,85360,54583.0,0.77,N/A,N/A
01/2021,85360,55625.0,0.88,N/A,N/A
02/2021,85360,55625.0,0.89,N/A,N/A
03/2021,85360,55625.0,0.88,N/A,N/A
04/2021,85360,55625.0,0.84,N/A,N/A
05/2021,85360,55625.0,1.22,N/A,N/A
06/2021,85360,55625.0,1.34,N/A,N/A
07/2021,85360,55625.0,1.27,N/A,N/A
08/2021,85360,55625.0,1.24,N/A,N/A
09/2021,85360,55625.0,1.18,N/A,N/A
10/2021,85360,55625.0,1.22,N/A,N/A
11/2021,85360,55625.0,1.1,N/A,N/A
12/2021,85360,55625.0,1.11,N/A,N/A
01/2022,85360,N/A,1.25,N/A,N/A
02/2022,85360,N/A,1.05,N/A,N/A
03/2022,85360,N/A,1.19,N/A,N/A
04/2022,85360,N/A,1.06,N/A,N/A
05/2022,85360,N/A,1.1,N/A,N/A
06/2022,85360,N/A,1.15,N/A,N/A
07/2022,85360,N/A,1.06,N/A,N/A
08/2022,85360,N/A,1.02,N/A,N/A
09/2022,85360,N/A,1.06,N/A,N/A
10/2022,85360,N/A,1.03,N/A,N/A
11/2022,85360,N/A,1.05,N/A,N/A
12/2022,85360,N/A,0.93,N/A,N/A
01/2023,85360,55875.0,1.01,N/A,N/A
02/2023,85360,55875.0,0.84,N/A,N/A
03/2023,85360,55875.0,0.82,N/A,N/A
04/2023,85360,55875.0,1.01,N/A,N/A
05/2023,85360,55875.0,0.93,N/A,N/A
06/2023,85360,55875.0,1.03,N/A,N/A
07/2023,85360,55875.0,0.98,N/A,N/A
08/2023,85360,55875.0,1.07,N/A,N/A
09/2023,85360,55875.0,0.86,N/A,N/A
10/2023,85360,55875.0,0.99,N/A,N/A
11/2023,85360,55875.0,0.8,N/A,N/A
12/2023,85360,55875.0,0.93,N/A,N/A
01/2018,85361,56853.0,0.19,N/A,261420.49
02/2018,85361,56853.0,0.16,N/A,264043.38
03/2018,85361,56853.0,0.16,N/A,266408.27
04/2018,85361,56853.0,0.16,N/A,267828.31
05/2018,85361,56853.0,0.19,N/A,269268.25
06/2018,85361,56853.0,0.2,N/A,270746.88
07/2018,85361,56853.0,0.19,N/A,272776.88
08/2018,85361,56853.0,0.18,N/A,275128.67
09/2018,85361,56853.0,0.16,N/A,277666.08
10/2018,85361,56853.0,0.19,N/A,279489.43
11/2018,85361,56853.0,0.16,N/A,280716.52
12/2018,85361,56853.0,0.17,N/A,281393.83
01/2019,85361,62250.0,0.18,N/A,283006.45
02/2019,85361,62250.0,0.17,N/A,285114.05
03/2019,85361,62250.0,0.18,N/A,287840.16
04/2019,85361,62250.0,0.18,N/A,289905.85
05/2019,85361,62250.0,0.19,N/A,291658.89
06/2019,85361,62250.0,0.2,N/A,293163.59
07/2019,85361,62250.0,0.19,N/A,294682.7
08/2019,85361,62250.0,0.18,N/A,296522.9
09/2019,85361,62250.0,0.18,N/A,298530.3
10/2019,85361,62250.0,0.19,N/A,300889.14
11/2019,85361,62250.0,0.17,N/A,303724.51
12/2019,85361,62250.0,0.18,N/A,306966.05
01/2020,85361,59970.0,0.2,N/A,310623.86
02/2020,85361,59970.0,0.19,N/A,314298.65
03/2020,85361,59970.0,0.17,N/A,317724.97
04/2020,85361,59970.0,0.17,N/A,320409.54
05/2020,85361,59970.0,0.17,N/A,321686.55
06/2020,85361,59970.0,0.16,N/A,322870.26
07/2020,85361,59970.0,0.15,N/A,325315.73
08/2020,85361,59970.0,0.17,N/A,330227.23
09/2020,85361,59970.0,0.17,N/A,337052.29
10/2020,85361,59970.0,0.18,N/A,344674.36
11/2020,85361,59970.0,0.18,N/A,352205.84
12/2020,85361,59970.0,0.18,N/A,359298.47
01/2021,85361,60651.0,0.24,N/A,366504.09
02/2021,85361,60651.0,0.27,N/A,374404.33
03/2021,85361,60651.0,0.21,N/A,382517.26
04/2021,85361,60651.0,0.18,N/A,390581.39
05/2021,85361,60651.0,0.17,N/A,399689.39
06/2021,85361,60651.0,0.15,N/A,410305.14
07/2021,85361,60651.0,0.16,N/A,421070.44
08/2021,85361,60651.0,0.16,N/A,430054.97
09/2021,85361,60651.0,0.18,N/A,437145.58
10/2021,85361,60651.0,0.17,N/A,443238.59
11/2021,85361,60651.0,0.16,N/A,449404.71
12/2021,85361,60651.0,0.16,N/A,456049.82
01/2022,85361,69226.0,0.15,N/A,463424.95
02/2022,85361,69226.0,0.15,N/A,471796.47
03/2022,85361,69226.0,0.16,N/A,482143.04
04/2022,85361,69226.0,0.17,N/A,494117.46
05/2022,85361,69226.0,0.17,N/A,505353.19
06/2022,85361,69226.0,0.17,N/A,513532.12
07/2022,85361,69226.0,0.17,N/A,515961.19
08/2022,85361,69226.0,0.16,N/A,514219.93
09/2022,85361,69226.0,0.16,N/A,508362.4
10/2022,85361,69226.0,0.15,N/A,502002.72
11/2022,85361,69226.0,0.15,N/A,493728.24
12/2022,85361,69226.0,0.14,N/A,485442.15
01/2023,85361,76056.0,0.15,N/A,477586.28
02/2023,85361,76056.0,0.15,N/A,472360.19
03/2023,85361,76056.0,0.16,N/A,470505.25
04/2023,85361,76056.0,0.14,N/A,471310.66
05/2023,85361,76056.0,0.16,N/A,473639.39
06/2023,85361,76056.0,0.14,N/A,477313.3
07/2023,85361,76056.0,0.13,N/A,482108.47
08/2023,85361,76056.0,0.13,N/A,487598.78
09/2023,85361,76056.0,0.14,N/A,492422.16
10/2023,85361,76056.0,0.14,N/A,496322.48
11/2023,85361,76056.0,0.12,N/A,499779.46
12/2023,85361,76056.0,0.13,N/A,502264.61
01/2018,85362,40962.0,0.58,N/A,153125.8
02/2018,85362,40962.0,0.45,N/A,153756.9
03/2018,85362,40962.0,0.53,N/A,155636.75
04/2018,85362,40962.0,0.53,N/A,157995.12
05/2018,85362,40962.0,0.48,N/A,160158.79
06/2018,85362,40962.0,0.52,N/A,161756.46
07/2018,85362,40962.0,0.56,N/A,164028.8
08/2018,85362,40962.0,0.62,N/A,166391.3
09/2018,85362,40962.0,0.56,N/A,168713.21
10/2018,85362,40962.0,0.5,N/A,170452.01
11/2018,85362,40962.0,0.43,N/A,172093.11
12/2018,85362,40962.0,0.54,N/A,173014.55
01/2019,85362,40893.0,0.42,N/A,174748.23
02/2019,85362,40893.0,0.33,N/A,177856.21
03/2019,85362,40893.0,0.45,N/A,182143.44
04/2019,85362,40893.0,0.47,N/A,186225.41
05/2019,85362,40893.0,0.44,N/A,189639.39
06/2019,85362,40893.0,0.46,N/A,193000.92
07/2019,85362,40893.0,0.45,N/A,195768.02
08/2019,85362,40893.0,0.5,N/A,198387.32
09/2019,85362,40893.0,0.65,N/A,200341.0
10/2019,85362,40893.0,0.41,N/A,202577.68
11/2019,85362,40893.0,0.46,N/A,204412.29
12/2019,85362,40893.0,0.43,N/A,206135.26
01/2020,85362,41010.0,0.52,N/A,208407.35
02/2020,85362,41010.0,0.52,N/A,212191.21
03/2020,85362,41010.0,0.5,N/A,216370.88
04/2020,85362,41010.0,0.54,N/A,220218.12
05/2020,85362,41010.0,0.49,N/A,221448.43
06/2020,85362,41010.0,0.58,N/A,221149.84
07/2020,85362,41010.0,0.61,N/A,220035.2
08/2020,85362,41010.0,0.49,N/A,219878.91
09/2020,85362,41010.0,0.42,N/A,221260.54
10/2020,85362,41010.0,0.42,N/A,223051.54
11/2020,85362,41010.0,0.39,N/A,225053.07
12/2020,85362,41010.0,0.38,N/A,227483.78
01/2021,85362,41367.0,0.36,N/A,229682.27
02/2021,85362,41367.0,0.38,N/A,233130.18
03/2021,85362,41367.0,0.63,N/A,236605.13
04/2021,85362,41367.0,0.51,N/A,241900.52
05/2021,85362,41367.0,0.66,N/A,247515.28
06/2021,85362,41367.0,0.71,N/A,254874.76
07/2021,85362,41367.0,0.52,N/A,261248.17
08/2021,85362,41367.0,0.74,N/A,266532.52
09/2021,85362,41367.0,0.61,N/A,268869.77
10/2021,85362,41367.0,0.66,N/A,269345.95
11/2021,85362,41367.0,0.62,N/A,269767.45
12/2021,85362,41367.0,0.51,N/A,271261.21
01/2022,85362,39847.0,0.48,N/A,274809.24
02/2022,85362,39847.0,0.53,N/A,278885.1
03/2022,85362,39847.0,0.69,N/A,285054.06
04/2022,85362,39847.0,0.51,N/A,293744.5
05/2022,85362,39847.0,0.65,N/A,302041.55
06/2022,85362,39847.0,0.61,N/A,307861.6
07/2022,85362,39847.0,0.65,N/A,308404.08
08/2022,85362,39847.0,0.64,N/A,304924.65
09/2022,85362,39847.0,0.62,N/A,298129.15
10/2022,85362,39847.0,0.52,N/A,291693.8
11/2022,85362,39847.0,0.5,N/A,286044.06
12/2022,85362,39847.0,0.54,N/A,280815.12
01/2023,85362,42057.0,0.5,N/A,275101.36
02/2023,85362,42057.0,0.51,N/A,270477.94
03/2023,85362,42057.0,0.45,N/A,267758.27
04/2023,85362,42057.0,0.5,N/A,267313.43
05/2023,85362,42057.0,0.64,N/A,267465.54
06/2023,85362,42057.0,0.51,N/A,267476.99
07/2023,85362,42057.0,0.66,N/A,266568.42
08/2023,85362,42057.0,0.63,N/A,265916.27
09/2023,85362,42057.0,0.46,N/A,265391.35
10/2023,85362,42057.0,0.59,N/A,265000.61
11/2023,85362,42057.0,0.38,N/A,265569.79
12/2023,85362,42057.0,0.48,N/A,266300.55
01/2018,85363,41441.0,0.19,N/A,162564.16
02/2018,85363,41441.0,0.16,N/A,164437.23
03/2018,85363,41441.0,0.16,N/A,166284.18
04/2018,85363,41441.0,0.16,N/A,167610.78
05/2018,85363,41441.0,0.19,N/A,169047.31
06/2018,85363,41441.0,0.2,N/A,170524.11
07/2018,85363,41441.0,0.19,N/A,172453.66
08/2018,85363,41441.0,0.18,N/A,174411.73
09/2018,85363,41441.0,0.16,N/A,176364.2
10/2018,85363,41441.0,0.19,N/A,177927.35
11/2018,85363,41441.0,0.16,N/A,179309.41
12/2018,85363,41441.0,0.17,N/A,180596.57
01/2019,85363,40781.0,0.18,N/A,182199.57
02/2019,85363,40781.0,0.17,N/A,183662.41
03/2019,85363,40781.0,0.18,N/A,184984.66
04/2019,85363,40781.0,0.18,N/A,185936.61
05/2019,85363,40781.0,0.19,N/A,186965.94
06/2019,85363,40781.0,0.2,N/A,188147.19
07/2019,85363,40781.0,0.19,N/A,189618.51
08/2019,85363,40781.0,0.18,N/A,191307.29
09/2019,85363,40781.0,0.18,N/A,192846.51
10/2019,85363,40781.0,0.19,N/A,194567.81
11/2019,85363,40781.0,0.17,N/A,196401.64
12/2019,85363,40781.0,0.18,N/A,198525.03
01/2020,85363,42564.0,0.2,N/A,200647.66
02/2020,85363,42564.0,0.19,N/A,202933.4
03/2020,85363,42564.0,0.17,N/A,205264.65
04/2020,85363,42564.0,0.17,N/A,207358.84
05/2020,85363,42564.0,0.17,N/A,208744.45
06/2020,85363,42564.0,0.16,N/A,209512.43
07/2020,85363,42564.0,0.15,N/A,210432.29
08/2020,85363,42564.0,0.17,N/A,212154.2
09/2020,85363,42564.0,0.17,N/A,215127.54
10/2020,85363,42564.0,0.18,N/A,218653.86
11/2020,85363,42564.0,0.18,N/A,222407.42
12/2020,85363,42564.0,0.18,N/A,226291.95
01/2021,85363,44595.0,0.24,N/A,230157.93
02/2021,85363,44595.0,0.27,N/A,234577.19
03/2021,85363,44595.0,0.21,N/A,239712.79
04/2021,85363,44595.0,0.18,N/A,245522.97
05/2021,85363,44595.0,0.17,N/A,252079.77
06/2021,85363,44595.0,0.15,N/A,259466.74
07/2021,85363,44595.0,0.16,N/A,267305.24
08/2021,85363,44595.0,0.16,N/A,274943.6
09/2021,85363,44595.0,0.18,N/A,281705.98
10/2021,85363,44595.0,0.17,N/A,288129.26
11/2021,85363,44595.0,0.16,N/A,293967.3
12/2021,85363,44595.0,0.16,N/A,299544.14
01/2022,85363,56449.0,0.15,N/A,305457.07
02/2022,85363,56449.0,0.15,N/A,312177.14
03/2022,85363,56449.0,0.16,N/A,319834.69
04/2022,85363,56449.0,0.17,N/A,327751.57
05/2022,85363,56449.0,0.17,N/A,335211.05
06/2022,85363,56449.0,0.17,N/A,341702.55
07/2022,85363,56449.0,0.17,N/A,345175.42
08/2022,85363,56449.0,0.16,N/A,344536.6
09/2022,85363,56449.0,0.16,N/A,340147.92
10/2022,85363,56449.0,0.15,N/A,334258.39
11/2022,85363,56449.0,0.15,N/A,328183.47
12/2022,85363,56449.0,0.14,N/A,322205.86
01/2023,85363,68472.0,0.15,N/A,316402.92
02/2023,85363,68472.0,0.15,N/A,311975.43
03/2023,85363,68472.0,0.16,N/A,309916.94
04/2023,85363,68472.0,0.14,N/A,309346.79
05/2023,85363,68472.0,0.16,N/A,309898.97
06/2023,85363,68472.0,0.14,N/A,311017.54
07/2023,85363,68472.0,0.13,N/A,313143.1
08/2023,85363,68472.0,0.13,N/A,315867.82
09/2023,85363,68472.0,0.14,N/A,317850.59
10/2023,85363,68472.0,0.14,N/A,319653.31
11/2023,85363,68472.0,0.12,N/A,321118.26
12/2023,85363,68472.0,0.13,N/A,322544.88
01/2018,85364,42444.0,3.72,N/A,135010.93
02/2018,85364,42444.0,2.56,N/A,135978.29
03/2018,85364,42444.0,3.01,N/A,137162.43
04/2018,85364,42444.0,2.96,N/A,137974.91
05/2018,85364,42444.0,3.74,N/A,138776.36
06/2018,85364,42444.0,3.28,N/A,139505.45
07/2018,85364,42444.0,2.71,N/A,140173.47
08/2018,85364,42444.0,2.97,N/A,140465.35
09/2018,85364,42444.0,2.99,N/A,140677.61
10/2018,85364,42444.0,2.33,N/A,140952.6
11/2018,85364,42444.0,1.83,N/A,141707.52
12/2018,85364,42444.0,2.0,N/A,142353.79
01/2019,85364,43314.0,2.67,N/A,143475.12
02/2019,85364,43314.0,2.44,N/A,144766.53
03/2019,85364,43314.0,2.82,N/A,146400.2
04/2019,85364,43314.0,2.83,N/A,147712.65
05/2019,85364,43314.0,3.03,N/A,148705.53
06/2019,85364,43314.0,2.6,N/A,149589.17
07/2019,85364,43314.0,3.07,N/A,150322.71
08/2019,85364,43314.0,2.4,N/A,151066.51
09/2019,85364,43314.0,2.86,N/A,151491.45
10/2019,85364,43314.0,2.95,N/A,152184.32
11/2019,85364,43314.0,3.53,N/A,153067.25
12/2019,85364,43314.0,2.88,N/A,154034.24
01/2020,85364,46644.0,3.31,N/A,155088.89
02/2020,85364,46644.0,2.8,N/A,156217.88
03/2020,85364,46644.0,2.73,N/A,157503.3
04/2020,85364,46644.0,2.71,N/A,158612.45
05/2020,85364,46644.0,2.91,N/A,159068.77
06/2020,85364,46644.0,2.62,N/A,159756.62
07/2020,85364,46644.0,2.17,N/A,160847.36
08/2020,85364,46644.0,2.41,N/A,162847.32
09/2020,85364,46644.0,2.41,N/A,165371.35
10/2020,85364,46644.0,2.33,N/A,168289.79
11/2020,85364,46644.0,2.47,N/A,171462.46
12/2020,85364,46644.0,2.37,N/A,174627.6
01/2021,85364,51581.0,2.67,N/A,177709.65
02/2021,85364,51581.0,2.56,N/A,180965.05
03/2021,85364,51581.0,2.41,N/A,184476.34
04/2021,85364,51581.0,2.38,N/A,188044.55
05/2021,85364,51581.0,2.6,N/A,191641.88
06/2021,85364,51581.0,1.99,N/A,195546.28
07/2021,85364,51581.0,2.56,N/A,199105.89
08/2021,85364,51581.0,2.22,N/A,201830.57
09/2021,85364,51581.0,2.73,N/A,203422.88
10/2021,85364,51581.0,2.81,N/A,204802.92
11/2021,85364,51581.0,2.67,N/A,206786.73
12/2021,85364,51581.0,2.98,N/A,209355.42
01/2022,85364,53877.0,2.65,N/A,213505.54
02/2022,85364,53877.0,2.41,N/A,219044.23
03/2022,85364,53877.0,2.75,N/A,225490.03
04/2022,85364,53877.0,2.27,N/A,231526.89
05/2022,85364,53877.0,2.33,N/A,236461.52
06/2022,85364,53877.0,2.15,N/A,240809.93
07/2022,85364,53877.0,2.23,N/A,243584.47
08/2022,85364,53877.0,2.61,N/A,244716.68
09/2022,85364,53877.0,2.2,N/A,244523.51
10/2022,85364,53877.0,2.43,N/A,244297.84
11/2022,85364,53877.0,1.72,N/A,243986.94
12/2022,85364,53877.0,2.18,N/A,243152.58
01/2023,85364,57497.0,2.39,N/A,241210.5
02/2023,85364,57497.0,1.88,N/A,239386.41
03/2023,85364,57497.0,2.19,N/A,238449.53
04/2023,85364,57497.0,1.97,N/A,239020.29
05/2023,85364,57497.0,2.21,N/A,240293.69
06/2023,85364,57497.0,2.21,N/A,241742.22
07/2023,85364,57497.0,1.92,N/A,243339.2
08/2023,85364,57497.0,1.77,N/A,245423.51
09/2023,85364,57497.0,2.18,N/A,247404.61
10/2023,85364,57497.0,2.03,N/A,248976.02
11/2023,85364,57497.0,2.16,N/A,250011.4
12/2023,85364,57497.0,2.24,N/A,251032.26
01/2018,85365,51799.0,3.72,N/A,176632.32
02/2018,85365,51799.0,2.56,N/A,176730.92
03/2018,85365,51799.0,3.01,N/A,176871.28
04/2018,85365,51799.0,2.96,N/A,177403.57
05/2018,85365,51799.0,3.74,N/A,178095.47
06/2018,85365,51799.0,3.28,N/A,178813.72
07/2018,85365,51799.0,2.71,N/A,179656.69
08/2018,85365,51799.0,2.97,N/A,180539.75
09/2018,85365,51799.0,2.99,N/A,181365.46
10/2018,85365,51799.0,2.33,N/A,182244.7
11/2018,85365,51799.0,1.83,N/A,183339.16
12/2018,85365,51799.0,2.0,N/A,184211.05
01/2019,85365,53131.0,2.67,N/A,184966.39
02/2019,85365,53131.0,2.44,N/A,185891.21
03/2019,85365,53131.0,2.82,N/A,187263.58
04/2019,85365,53131.0,2.83,N/A,188777.53
05/2019,85365,53131.0,3.03,N/A,189901.29
06/2019,85365,53131.0,2.6,N/A,190764.81
07/2019,85365,53131.0,3.07,N/A,191321.67
08/2019,85365,53131.0,2.4,N/A,192053.07
09/2019,85365,53131.0,2.86,N/A,192651.98
10/2019,85365,53131.0,2.95,N/A,193501.03
11/2019,85365,53131.0,3.53,N/A,194440.81
12/2019,85365,53131.0,2.88,N/A,195621.72
01/2020,85365,56409.0,3.31,N/A,197287.47
02/2020,85365,56409.0,2.8,N/A,198945.16
03/2020,85365,56409.0,2.73,N/A,200680.63
04/2020,85365,56409.0,2.71,N/A,201844.02
05/2020,85365,56409.0,2.91,N/A,202411.87
06/2020,85365,56409.0,2.62,N/A,203172.51
07/2020,85365,56409.0,2.17,N/A,204355.22
08/2020,85365,56409.0,2.41,N/A,206425.96
09/2020,85365,56409.0,2.41,N/A,209037.85
10/2020,85365,56409.0,2.33,N/A,212274.09
11/2020,85365,56409.0,2.47,N/A,216087.39
12/2020,85365,56409.0,2.37,N/A,220150.64
01/2021,85365,59233.0,2.67,N/A,224195.77
02/2021,85365,59233.0,2.56,N/A,228307.26
03/2021,85365,59233.0,2.41,N/A,232561.67
04/2021,85365,59233.0,2.38,N/A,237120.9
05/2021,85365,59233.0,2.6,N/A,242400.32
06/2021,85365,59233.0,1.99,N/A,248321.42
07/2021,85365,59233.0,2.56,N/A,254186.49
08/2021,85365,59233.0,2.22,N/A,259127.15
09/2021,85365,59233.0,2.73,N/A,263101.88
10/2021,85365,59233.0,2.81,N/A,266477.54
11/2021,85365,59233.0,2.67,N/A,269785.75
12/2021,85365,59233.0,2.98,N/A,273294.26
01/2022,85365,64636.0,2.65,N/A,277832.19
02/2022,85365,64636.0,2.41,N/A,283637.63
03/2022,85365,64636.0,2.75,N/A,290371.06
04/2022,85365,64636.0,2.27,N/A,297344.53
05/2022,85365,64636.0,2.33,N/A,303619.01
06/2022,85365,64636.0,2.15,N/A,309142.29
07/2022,85365,64636.0,2.23,N/A,312303.92
08/2022,85365,64636.0,2.61,N/A,313027.5
09/2022,85365,64636.0,2.2,N/A,311674.78
10/2022,85365,64636.0,2.43,N/A,310023.64
11/2022,85365,64636.0,1.72,N/A,308052.32
12/2022,85365,64636.0,2.18,N/A,305744.36
01/2023,85365,68358.0,2.39,N/A,302962.45
02/2023,85365,68358.0,1.88,N/A,300751.93
03/2023,85365,68358.0,2.19,N/A,299480.94
04/2023,85365,68358.0,1.97,N/A,299620.44
